,Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharge,Bandwidth_GB_Year,Area_Rural,Area_Suburban,Area_Urban,Gender_Female,Gender_Male,Gender_Nonbinary,InternetService_DSL,InternetService_FiberOptic,InternetService_None,Contract_Month-to-month,Contract_Oneyear,Contract_TwoYear
8779,0.42857142857142855,0.2676056338028169,0.4618849625224265,0.23629777532091212,0.5625,0.4,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22599242400709385,0.8916087193001967,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6614,0.14285714285714285,0.7042253521126761,0.9037824990658566,0.7052598139650721,0.3125,0.4,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.21403133659314044,0.7755189672739309,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2575,0.0,0.9436619718309859,0.4739429897024907,0.5679586546319523,0.625,0.2,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.17838453658058562,0.11554027850571605,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2649,0.42857142857142855,0.7746478873239436,0.7626999693928228,0.5734192869733907,0.6875,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05935953686593415,0.07936402857277566,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4842,0.42857142857142855,0.676056338028169,0.06100966115889172,0.19962760704444316,0.4375,0.2,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.33310553187018666,0.812738371587686,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5125,0.0,0.04225352112676056,0.22364076682356276,0.40156262907695883,0.5625,0.8,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.32111494614996183,0.5986285576025768,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1973,0.2857142857142857,0.7464788732394366,0.2484967770477736,0.29463759420641206,0.4375,0.4,0.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.17843925118092785,0.3707520602780364,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8482,0.2857142857142857,0.3380281690140845,0.11388493967113308,0.30004889610570085,0.6875,0.2,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2377988832026886,0.8905655841809907,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2323,0.0,0.43661971830985913,0.24615267975471264,0.5294618632524077,0.6875,0.4,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2735298961218572,0.17320444366684687,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
7212,0.0,0.14084507042253525,0.03769456399683839,0.5361421066539442,0.5,0.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.6191134970123616,0.9384531937461422,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
986,0.5714285714285714,0.1830985915492958,0.7798899516569269,0.5638871104019417,0.6875,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.17845705483610008,0.1612571967075648,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6436,0.14285714285714285,0.9577464788732394,0.07608677023402144,0.450810726846414,0.4375,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.38066441404595364,0.7424563427151649,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5186,0.2857142857142857,0.6056338028169014,0.005865423504666069,0.27487767294083504,0.5625,0.0,0.5,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.43991271375049623,0.8316653251142837,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8924,1.0,0.11267605633802819,0.16600293019423695,0.4730757711317385,0.375,0.4,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7738725546326356,0.781248074727023,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4819,0.0,0.5492957746478874,0.22964668705144048,0.7626894639719899,0.4375,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.21403133659314044,0.7345640218424344,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1571,0.42857142857142855,0.02816901408450706,0.2954473736166132,0.26754431861080635,0.625,0.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.13084734993330227,0.22515266099189282,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
4833,0.14285714285714285,0.47887323943661975,0.10146613317288368,0.2636142695800368,0.5625,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.30930420494216626,0.7380172629609639,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8266,0.42857142857142855,0.9718309859154929,0.6058257435893165,0.6468460946488614,0.6875,0.6000000000000001,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.30930420494216626,0.9271068555621736,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3150,0.14285714285714285,0.14084507042253525,0.14147158262538703,0.3710138163226905,1.0,0.4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06764815599576302,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2195,0.42857142857142855,0.352112676056338,0.3307622077951378,0.5158455184289186,0.6875,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5470472316745925,0.19338527321570437,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4861,0.42857142857142855,0.7323943661971831,0.07688191778124011,0.5623031130789312,0.5625,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4875044246864684,0.8914842073922833,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4776,0.42857142857142855,0.8028169014084506,0.4431947347521598,0.5159877323161971,0.5625,0.2,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4161998817412902,0.6573053105467723,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
5380,0.14285714285714285,0.3943661971830986,0.23497897826251352,0.33823427716511095,0.875,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.7737678832232852,0.7590361863004398,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
332,0.5714285714285714,0.3380281690140845,0.2765518715160855,0.41212522938379437,0.3125,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1546544575777935,0.1105030973878953,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
7378,0.5714285714285714,0.1971830985915493,0.4094529603705318,0.3723025661878091,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5120836504976157,0.6169851754676199,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5626,0.0,0.3380281690140845,0.17711640497255762,0.3898268089593574,0.625,0.4,0.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.22607568535544076,0.5632363293986631,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
9059,0.0,0.352112676056338,0.29851515975135856,0.13413398521043784,0.625,0.6000000000000001,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.4400559232696528,0.7310581388188601,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
5020,0.2857142857142857,0.3802816901408451,0.5864537532910461,0.4398767644950301,0.4375,0.4,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.4399845563996412,0.7631052276375676,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
7790,0.0,0.8309859154929579,0.5595010400727446,0.4255516993038223,0.6875,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6072394771798224,0.8699998166088627,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3864,0.0,0.9859154929577466,0.0903874194721874,0.7470687921746696,0.25,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2853625231697896,0.03515210031553426,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
448,0.5714285714285714,0.8591549295774649,0.7255077465400382,0.09473190441236493,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.7262480339676233,0.26024200634175587,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6871,0.42857142857142855,0.5211267605633803,0.7822908867008668,0.6536869635570116,0.6875,0.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.33285003847554495,0.6341342348201724,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8666,0.8571428571428571,0.676056338028169,0.06698052982660226,0.683626796129684,0.9375,0.2,0.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.40446003162437294,0.8338056557427551,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5412,0.14285714285714285,0.5211267605633803,0.22487202549507182,0.23440010876253992,0.375,0.2,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1664938644783771,0.8272328617584824,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
853,0.14285714285714285,0.22535211267605637,0.3632180159596919,0.6027277787702262,0.25,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5470473173148365,0.07202219912143135,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1429,0.42857142857142855,0.8028169014084506,0.7738499481440247,0.6494766452381211,0.5,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4520346525738731,0.31172066817911975,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
5458,0.42857142857142855,0.4225352112676056,0.04502702117027089,0.6076528361517075,0.5625,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.39245326941361214,0.8362300243547023,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3908,0.42857142857142855,0.45070422535211274,0.1246968935700043,0.8528156103844512,0.5,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.940484222024445,0.1344047563957713,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1269,0.0,0.7746478873239436,0.4574919950273262,0.49604025715398514,0.625,0.2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.8214096937020056,0.08814011609063976,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
5267,0.42857142857142855,0.5352112676056339,0.1613690558436228,0.6157895021309978,0.375,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3329547098848953,0.8395054884147628,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6317,0.2857142857142857,0.8873239436619719,0.4569974969119285,0.745628876565975,0.1875,0.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.34499620397239517,0.5401585475961501,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1471,0.14285714285714285,0.323943661971831,0.19881157782080577,0.2667572944514037,0.5,0.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.44001716630144516,0.11140499423347588,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
6849,0.0,0.2112676056338028,0.457642077674451,0.7284609938610759,0.4375,0.2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3805535575078688,0.7835529178247687,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
996,0.0,0.9154929577464789,0.09193791845825809,0.4784412767944414,0.5,0.4,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.28533602702985006,0.13578021699104503,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1765,0.42857142857142855,0.5211267605633803,0.9571456914225249,0.6852919512358404,0.0625,0.2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.27361288151830687,0.062309657928236985,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
7259,0.2857142857142857,0.15492957746478875,0.9496538561605973,0.22447123036182814,0.5625,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.27352323521398947,0.7776253255801322,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
8663,0.2857142857142857,0.295774647887324,0.46139627405788525,0.4444462109723043,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.43993031757843226,0.6031089561568623,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1370,0.14285714285714285,0.7323943661971831,0.21099644904456905,0.46257300846076566,0.5,0.2,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.7264758608056573,0.1963433774252372,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
56,0.14285714285714285,0.09859154929577468,0.7889778916641483,0.47332574321140664,0.375,0.6000000000000001,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5471360548810089,0.07865715303803503,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
6035,0.2857142857142857,0.2676056338028169,0.11544802623405939,0.27642469338338627,0.5625,0.2,0.5,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.26154549553036666,0.5718368460641047,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3441,0.0,0.9718309859154929,0.6017655722607762,0.6131871149704867,0.25,0.4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.17845019410099627,0.02267278927963976,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
8365,0.42857142857142855,0.7887323943661971,0.10671612099682376,0.550237788463573,0.375,0.6000000000000001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.559753864990601,0.8853567801817749,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
7996,0.0,0.5352112676056339,0.5538903697581335,0.5175412920580293,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2735241867722563,0.6744492279806533,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4445,0.2857142857142857,0.22535211267605637,0.2400699753080156,0.016115441783716627,0.5625,0.6000000000000001,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.22590583220481297,0.13477280821777946,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5624,0.42857142857142855,0.8309859154929579,0.48652514421732046,0.46912616134263385,0.6875,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.6422420722457388,0.5742307955119538,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
8306,0.14285714285714285,0.22535211267605637,0.5025655902319629,0.8305223137866985,0.5625,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.6191134970123616,0.8620222334016528,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8450,0.5714285714285714,0.2676056338028169,0.41503342050068925,0.35005694933530035,0.75,0.2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5947279133085126,0.6292503529652422,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6138,0.14285714285714285,0.5352112676056339,0.4317620196592776,0.47065984923325277,0.5625,0.2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.21403133659314044,0.758054477095903,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
7681,0.2857142857142857,0.5211267605633803,0.21658233151552586,0.6701031442862959,0.3125,0.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.2855580683936215,0.8552828707534732,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
4429,0.0,0.9718309859154929,0.3433193808112849,0.7852119534862939,0.625,0.2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.4995720866263059,0.10280121190190358,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
5518,0.14285714285714285,0.3802816901408451,0.0577531581988262,0.5899827606573563,0.375,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.524061865960372,0.7405407284683526,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5926,0.42857142857142855,0.9154929577464789,0.7176014895170176,0.31231427248838695,0.625,0.2,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.5350685404327029,0.83749174106899,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6769,0.0,0.014084507042253558,0.6107908648662623,0.5249700630180539,0.5625,0.2,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.4520346145115425,0.8407019446505506,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6495,0.14285714285714285,0.619718309859155,0.3382517191967228,0.19125717698793893,0.625,0.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.23794970518797998,0.7515263528587973,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
258,0.2857142857142857,0.9295774647887324,0.6159652304015544,0.091991040859812,0.25,0.2,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.726319415111009,0.1978579967707597,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
7731,0.2857142857142857,0.5070422535211268,0.10306533639863422,0.5761657926714564,0.625,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.4995720866263059,0.862155121459996,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3212,0.0,0.8450704225352114,0.34551542883502073,0.8315755853893548,0.1875,0.2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.22582019196079905,0.2015859866218353,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4068,0.5714285714285714,0.647887323943662,0.5542429187376055,0.33757247468252577,0.5625,0.2,0.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5592214681403139,0.08429681805817352,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
6939,0.14285714285714285,0.2816901408450705,0.25573327815456054,0.48713666132965805,0.5625,0.2,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.8689237099054917,0.839572765991842,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6019,0.2857142857142857,0.5211267605633803,0.2717300549602654,0.3687429652868973,0.3125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3329547098848953,0.7908574882503121,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4471,0.42857142857142855,0.5915492957746479,0.3676449699123024,0.5406834277954754,0.4375,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.6788727835061877,0.27854464558907116,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
7567,0.14285714285714285,0.0,0.2937489221887317,0.3148656785098425,0.625,0.4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21401420854433773,0.8525375471725933,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
473,0.14285714285714285,0.15492957746478875,0.16971403833381926,0.6163572225085473,0.5625,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.28555802081570836,0.27866139671557116,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
7044,0.0,0.6338028169014085,0.25639722441993784,0.6497005305292367,0.25,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.28541485887446494,0.6122375214478142,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2609,0.14285714285714285,0.0,0.4527399911092977,0.662175354953946,0.75,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.07156017907355999,0.09146376880044943,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
4798,0.0,0.3380281690140845,0.5898128934162422,0.7908325764509206,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.4400559232696528,0.9063221301849557,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1885,0.5714285714285714,0.1971830985915493,0.4249512691327538,0.40499138050390593,0.1875,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.4995987302577768,0.1660946547916577,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6443,0.0,0.8309859154929579,0.12060883591735305,0.7078875964625974,0.5,0.4,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.583578029317025,0.9420951969116832,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
7531,0.42857142857142855,0.4084507042253521,0.13197474002538623,0.43436489706116577,0.75,0.2,0.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1664938644783771,0.798509103887633,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4252,0.0,0.5211267605633803,0.28091133669124696,0.5087818054384704,0.5,0.4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.40446003162437294,0.20423761472062926,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3796,0.42857142857142855,0.9014084507042254,0.5031561412415204,0.06125482797767437,0.75,0.2,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.761893863390746,0.14321147681714635,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
6257,0.2857142857142857,0.15492957746478875,0.4848891465361458,0.6087664216797721,0.4375,0.2,0.5,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.2854805163948755,0.8175647200914178,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
516,0.0,0.2816901408450705,0.3062861487369384,0.6428595346444015,0.4375,0.2,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.49956617744946885,0.07353743730162765,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
