,Status
12616,0
41656,1
9075,0
78536,0
39068,0
31137,0
118967,0
50275,0
27997,0
23888,1
29883,1
59394,0
8850,0
91895,1
107174,0
60724,0
22804,0
6435,0
68687,0
69816,0
77771,0
133391,0
51546,1
47684,0
50399,1
59897,0
24980,0
62310,1
84455,0
66701,0
94178,0
51780,1
104972,1
130041,0
64750,1
41523,0
94956,0
89211,1
58750,0
127232,0
64088,1
94832,0
83079,0
134485,0
114835,1
94762,0
82760,0
102953,0
38358,0
73316,0
57466,0
105106,1
90529,0
74117,0
82311,1
3550,0
132400,0
98006,0
73187,0
107281,0
62049,0
81783,0
136158,0
102356,1
89339,1
126770,1
41625,0
20024,0
99153,0
32762,1
122850,0
33745,1
48299,1
17251,0
95421,0
33947,0
67893,0
127300,0
131366,1
64907,0
24910,0
16338,0
78936,0
95924,1
11859,0
112556,0
71714,1
90008,0
127126,0
13183,0
42144,1
3973,1
45424,0
93701,0
94116,0
97433,0
88928,1
6198,1
27061,0
71593,0
122246,0
8480,0
10192,0
110557,0
112467,0
32935,0
114245,0
97428,0
122854,0
2005,0
75086,1
130831,1
43399,0
1827,0
83761,0
85463,0
86185,0
69085,0
128127,0
88506,0
77328,1
18341,0
59061,0
94255,0
37054,0
96838,0
100800,0
50542,0
23041,0
73547,0
38780,0
89466,0
94157,0
30488,0
22647,0
91424,1
63858,0
56885,0
53468,0
11982,0
81407,0
10231,0
22557,0
118578,0
115816,0
37725,1
132227,0
72425,1
42519,1
95186,0
79041,0
105425,0
48983,0
134794,0
21778,0
74903,0
99842,0
23078,0
75182,0
23017,1
84746,0
74943,0
83773,0
64486,0
92626,1
116984,0
58019,0
72478,0
47568,0
103686,0
11197,0
22342,0
75310,0
95144,1
19044,0
78490,1
117622,1
36869,0
103097,1
123651,0
133630,0
135173,0
70646,1
110515,0
33658,0
128796,1
109270,1
26052,0
76132,1
110119,0
23160,1
102607,0
135690,1
1630,0
36148,1
37237,0
61728,1
128595,0
67112,0
64828,0
15869,0
58604,1
100437,0
29932,0
24222,1
129344,0
136163,0
125271,1
107610,1
58980,0
98855,0
65805,1
75908,0
88434,0
99607,1
57653,1
75789,0
101053,0
126861,0
118147,1
50162,1
115293,0
61575,0
116143,0
1007,0
31299,1
48048,1
4448,0
131502,1
92484,1
58982,0
43072,1
52821,0
15548,1
13623,0
7908,0
130416,0
113779,0
127526,0
51463,0
17210,0
111552,1
2008,1
66792,0
71821,0
5727,0
17053,1
19400,0
27999,0
113817,0
87115,0
17855,0
36128,0
131117,0
27751,0
39538,0
79677,0
124480,0
19414,0
67914,0
129767,0
133150,0
48767,0
75859,0
87302,0
64242,1
12625,0
23441,0
16012,0
24068,0
129080,1
71730,0
44282,0
22397,0
44754,0
118612,0
28271,0
108593,1
59245,0
62887,1
42265,1
41905,0
132971,0
43079,0
72863,1
117963,0
6975,1
96586,0
19280,0
28219,0
9577,0
51139,1
70413,1
6973,0
17931,1
100957,0
78379,0
1606,0
91506,1
41564,0
64779,0
90892,0
6962,0
105725,1
22651,0
70638,0
5627,0
75736,0
127871,1
20213,1
120824,0
43223,0
91102,1
19694,0
68489,0
3013,0
63418,0
33636,0
54430,0
74790,1
52051,0
96283,0
123890,0
79358,0
69679,0
107947,0
57044,1
62229,1
7378,0
93065,1
101576,0
16538,1
82826,1
49093,0
82496,1
90019,0
104116,0
67776,0
34275,1
68914,0
65001,0
76972,0
46555,0
62048,0
114876,0
130082,0
105205,0
106112,0
10569,0
68074,0
127778,1
8753,0
90874,1
106266,1
79476,0
6193,0
58747,1
79672,0
51904,0
26253,1
46388,1
42755,0
94109,0
26868,0
57342,0
64306,0
119946,0
29729,0
81320,0
69601,0
39627,0
117168,0
102807,0
51292,0
116081,1
61623,1
117014,1
107575,0
134770,0
80182,0
65002,0
1331,0
114747,1
42839,0
85592,1
90089,0
22238,0
113407,1
69889,0
33408,1
96207,0
11316,0
51075,0
108789,1
105712,0
18817,0
24199,0
2863,0
65194,0
67900,1
66625,0
64041,1
80557,0
93567,0
25697,0
78577,0
115927,1
98734,1
40027,0
97503,1
118546,1
83711,0
134171,0
62490,1
113676,1
107058,0
95788,1
51228,0
111998,0
115197,0
14493,0
87529,0
132534,0
81693,0
9670,0
50287,0
20418,1
115651,0
54002,0
4057,1
15763,0
8658,1
116191,0
63759,0
67758,0
80805,0
56100,1
135918,1
17515,0
19043,1
38220,0
50055,0
45910,1
82225,1
84563,0
46770,0
72362,0
43661,0
33710,1
91214,0
79885,0
32176,0
73232,0
89790,1
111590,1
91203,1
64438,0
127336,0
29790,0
100684,1
78823,0
105051,0
5528,0
66799,0
15924,0
132537,1
95717,1
112084,0
32310,0
42149,0
49749,0
18597,0
22673,0
6029,1
20916,0
134992,0
110612,0
8610,1
68276,0
31202,0
77995,1
105713,0
65812,0
95775,0
73305,1
125625,0
92853,0
25950,0
38429,0
63875,1
120892,0
117906,0
91540,0
116837,0
33616,1
59378,0
21025,0
35033,1
69718,0
76239,1
25234,1
17464,0
38420,0
64256,0
129070,0
48982,0
38127,0
11380,1
9177,1
9521,1
116867,1
29248,0
37285,0
110834,0
16197,1
66476,1
59467,0
13697,1
109845,0
84176,0
16437,0
96945,0
41236,1
15071,0
53926,0
50595,0
29010,0
52894,0
77335,0
8391,0
128030,0
39111,1
123680,1
60264,0
116811,0
115925,0
29172,0
55737,0
33652,1
99009,0
35146,0
8548,1
74521,0
68169,1
39449,0
27611,1
88982,1
619,0
120361,0
57808,1
106696,1
126708,1
53244,1
55628,0
13355,1
1127,0
106701,1
105832,0
76030,0
7741,0
105552,0
56946,0
130085,0
109495,0
46965,1
16592,1
73566,0
32458,0
95400,0
120326,0
54872,0
84988,0
113321,0
41364,0
131916,0
78188,0
106116,0
93623,0
2561,0
36920,0
108490,0
107577,0
96178,0
28118,0
77503,0
79498,1
135954,0
103371,0
17730,1
101878,0
54701,0
110532,0
88398,0
20626,0
85299,0
15959,1
56760,0
131771,0
44532,1
116265,0
117190,0
100388,0
27761,0
34541,0
6699,1
7258,0
134639,0
93236,0
76354,0
118481,1
55955,1
33554,0
20903,0
42140,0
100977,0
135450,0
91452,1
126300,0
89420,0
90623,0
1453,0
132709,0
59663,1
60290,0
64781,1
114885,0
68141,0
72704,0
34870,0
119111,1
6769,1
53597,0
103425,0
71423,1
68722,1
106286,0
26630,0
86583,0
80229,1
92406,0
21365,1
115567,0
24981,0
124109,0
98134,0
112032,0
15269,1
87447,0
51447,1
14314,0
127945,0
85933,0
114721,0
101373,0
98842,0
47091,0
78585,1
97467,0
46990,0
62446,0
56468,0
26068,0
36489,0
130946,0
127671,0
129721,1
33640,0
36887,0
123261,1
2248,0
39364,0
47762,0
35237,0
2229,0
117075,0
123273,0
8910,0
68933,1
73873,1
32854,0
97115,1
133760,1
111514,1
75123,0
124614,1
43817,0
76835,0
40269,0
22508,0
121143,0
25669,0
48962,0
36285,0
66926,0
16776,0
84844,0
37143,1
97877,0
68003,0
2672,0
74143,0
134656,0
70967,0
80387,0
28258,1
120792,0
27184,1
41009,1
41737,0
101421,0
125888,0
41818,0
76346,1
45691,1
50515,1
55345,1
26538,0
2197,0
91440,0
114111,0
106299,0
48944,0
50771,0
25932,1
78613,1
46677,0
58239,0
94211,0
33614,0
125952,0
85231,0
30051,0
58921,1
19086,1
13516,0
53299,0
29119,1
123787,0
30730,0
21647,0
129693,0
104141,1
133257,0
119491,0
5855,0
87786,0
36092,0
34780,0
129019,0
34244,0
31642,0
100204,1
112833,0
96694,0
20699,0
68891,1
28070,0
19042,0
101820,0
41333,0
30527,0
27505,0
115215,1
84071,0
53558,0
97717,0
48331,1
111454,0
82599,1
54214,0
8725,0
64866,0
135964,0
116282,0
123793,0
83001,0
119147,0
29544,0
48096,0
20093,0
46748,0
33631,0
86160,0
81400,0
21060,1
121780,0
46391,0
28908,0
67636,0
42071,0
21831,1
34329,0
89546,0
127040,0
20015,0
98289,0
6512,0
38868,1
29271,1
77447,0
74561,0
29341,0
73078,0
106845,1
64171,0
33611,0
128689,1
66979,0
132131,0
24383,1
73139,0
46302,0
33859,0
15101,0
96315,0
111183,0
43212,0
128407,1
71488,0
134387,1
39933,0
87551,1
18753,1
126677,0
76696,0
114399,0
76314,1
67027,1
102220,0
130717,0
32170,0
31296,1
14754,0
40226,0
54424,0
130607,0
82877,0
9632,0
106103,0
103724,0
66841,0
103340,0
106412,1
63959,0
83246,0
97388,0
49905,0
6314,0
2750,0
67440,0
121264,0
31439,0
74591,0
97848,0
120346,1
21651,0
95624,0
40187,1
97875,0
118934,0
20335,0
13710,0
51264,0
38194,0
40150,0
919,0
3441,0
42389,0
122146,0
31138,0
59450,0
85174,1
27308,0
68533,1
12019,0
109085,0
83157,0
115279,0
48301,0
114844,0
49821,0
74645,0
124469,0
20118,0
102357,1
48498,0
48088,1
3921,0
94802,1
95958,0
53464,0
23023,0
108919,0
124242,0
94065,0
90997,0
118395,0
4997,0
102947,0
135040,1
5228,1
124815,1
53351,0
135601,0
1726,0
520,1
81864,0
64001,1
81958,0
131745,0
32313,0
89528,1
9668,1
40528,0
121617,0
129504,1
33048,0
19196,0
1397,0
6526,1
130116,0
58693,0
74952,1
19667,0
8343,0
64677,0
51704,0
97854,0
120526,0
14611,1
119589,0
65586,0
94942,0
124269,1
43123,0
89176,0
129874,0
108207,1
96050,0
129941,1
95371,0
101585,1
65476,1
76950,1
23889,0
13941,1
8448,0
30819,0
1167,0
37340,0
39273,0
10690,0
119382,0
121289,1
59675,0
106653,0
129024,0
59775,0
120517,0
63378,1
136145,1
59306,0
9370,0
125247,0
10419,0
50927,0
82390,0
25513,0
123347,0
88415,1
5436,1
23590,0
69708,0
131401,0
49865,0
91774,1
24857,0
128549,1
7709,0
110943,0
56184,1
83579,0
94539,0
75162,0
2269,0
4978,0
121531,0
55379,1
62578,0
43423,1
50960,0
83236,0
97094,1
87503,1
93533,0
25936,0
70115,0
1314,1
17244,1
98027,1
109820,0
93719,0
77161,0
92499,0
41951,0
107694,1
68338,0
109746,0
103869,0
101304,1
100923,0
105377,0
23649,1
54656,0
133819,0
10948,0
86533,0
3445,1
8761,0
59907,1
135079,0
35034,0
39753,0
70443,0
32120,0
122403,1
82655,0
61937,0
33624,1
34817,0
45228,1
41096,0
105877,1
97587,0
134156,0
45016,0
45561,1
18698,1
66744,0
45841,0
77032,1
99573,0
58029,0
90745,0
37008,0
89750,0
110514,0
40968,1
13853,0
28569,0
14936,0
8603,0
102670,1
116782,1
20564,0
35715,0
117008,1
118788,0
77862,0
9648,0
64477,0
64461,1
64525,1
133273,0
46530,0
123250,0
6287,1
34044,0
12511,0
131239,0
97664,0
47633,0
78350,0
99316,0
33930,1
54663,1
103745,0
1685,0
61036,0
53769,0
25531,0
69033,0
41396,0
106406,0
57984,0
82842,0
21913,0
53057,0
11428,0
125996,1
24664,0
129199,0
37731,0
42830,0
101443,0
59393,1
1856,0
1433,0
72243,0
13647,1
52075,0
48177,0
20761,1
25210,1
38833,0
23863,1
85363,0
21466,0
124252,0
122368,1
85307,0
90215,0
28321,0
38970,0
15490,0
84566,0
92130,0
103351,1
85948,0
78264,0
54172,0
1817,0
4264,0
118275,1
83928,0
84342,1
99492,0
134337,0
115524,0
71104,0
48052,0
43912,0
49998,0
72432,0
134391,1
24412,0
91505,1
99050,0
79981,0
102790,0
52889,0
113059,1
66866,0
118298,0
21382,1
4310,1
42479,0
39956,0
58790,0
30644,0
115003,1
100000,1
131396,0
79508,0
92560,0
12517,1
99194,0
24032,0
93462,0
58059,0
93211,0
74193,0
71618,0
102093,0
63762,0
58091,0
84223,1
121687,0
60078,0
134364,1
18636,0
44375,0
69151,0
101675,1
24252,1
48464,0
14036,0
63613,0
79196,0
41426,0
135908,0
35876,0
76401,0
88756,0
134501,0
8481,1
104329,0
133289,1
111640,1
55156,0
131364,0
32566,0
22292,0
56303,0
65417,0
93927,1
76722,1
44823,0
125698,0
29106,0
133337,0
12483,0
24169,0
69904,0
62757,0
3777,0
72336,0
81420,0
1748,1
110159,1
43973,0
15625,1
114581,0
114856,0
111066,0
102738,0
76450,0
73600,0
94601,0
6896,0
80711,0
4572,0
34768,0
64809,0
12052,0
51647,1
4898,0
4904,0
94141,0
130225,0
113308,0
75796,0
90421,0
5333,0
2224,0
83538,0
16974,0
88036,0
109154,1
64472,1
130107,0
107324,0
43092,1
23912,0
130476,0
109066,0
86899,0
55139,0
91842,0
103562,1
5515,0
100173,1
125116,0
55382,0
42008,0
38471,1
86758,0
68437,1
112226,0
36529,0
51679,0
74811,0
81595,0
14226,0
24781,1
122524,1
125358,0
43287,0
24046,0
94642,1
75779,0
37875,0
3977,0
122434,0
135971,1
67674,0
130583,1
47562,0
36125,0
126431,0
113896,1
17402,0
41188,1
69845,0
66460,0
44174,1
17348,0
62937,0
130884,1
46088,0
36338,0
82380,0
92975,0
27451,0
129170,0
132221,1
55343,1
58338,0
55081,0
21667,0
116572,0
98601,0
121002,0
113491,1
110715,1
86259,0
94599,0
26171,0
15176,1
34402,0
35149,1
65989,0
101344,0
70730,1
33394,0
7886,0
44127,0
129686,0
69971,0
102690,1
97668,0
85988,0
31057,0
104376,0
31349,0
109121,0
99049,0
6631,0
123669,0
71357,0
65119,0
65314,1
2312,0
95940,0
60189,1
23002,1
23539,0
14313,1
77970,1
123078,0
75744,0
36960,1
24716,0
109473,0
42966,0
91481,0
69251,1
57468,1
88777,1
124423,1
37382,1
28662,0
5500,0
122217,0
73295,1
63549,1
6558,0
26642,0
65874,1
34653,0
22143,0
63677,0
83854,0
121496,0
604,1
109811,0
117132,0
117361,0
47626,0
17516,0
124833,0
71342,0
55249,0
25922,0
91584,0
87588,0
129410,0
20636,0
82472,0
94105,0
66238,0
4074,0
99871,0
8742,0
8084,1
121302,0
42847,1
56755,0
79067,0
35189,1
76446,0
34099,0
123269,0
44615,0
40025,0
57575,0
84141,0
123671,0
82133,0
58780,1
44341,1
119690,0
122092,0
2489,0
64915,0
3489,1
30012,0
110679,0
14593,0
1087,0
8178,1
101911,0
76238,0
45409,0
103747,0
89696,0
93096,0
119201,0
53640,0
105263,0
108894,1
134627,1
83582,0
74172,0
46906,0
5918,0
115703,0
59391,0
95467,0
68445,0
134491,0
112177,0
124482,0
41442,1
95033,0
116404,0
32000,0
116120,1
49776,0
32109,1
31023,1
83218,1
70307,0
85960,1
100098,1
136018,1
37020,0
98249,0
77285,0
9178,0
125026,0
24471,1
82664,1
113196,0
39117,0
40601,0
73894,0
99212,0
26969,0
58551,0
45027,1
245,0
4389,1
1013,0
59513,1
106413,0
125350,0
24820,0
36811,0
73901,0
11724,0
126415,0
74372,1
49251,0
21739,1
72937,1
18870,0
39001,1
65850,0
67436,0
101942,0
32144,1
134784,0
2265,0
118240,0
43845,0
56675,0
32520,0
119206,1
53123,0
63639,0
98371,0
9309,0
88806,0
103031,1
96701,0
41257,0
30751,0
1569,0
11370,0
19334,0
74253,0
82070,0
78135,0
35560,0
97755,0
4836,0
100622,0
50876,0
35099,1
61038,0
69740,1
105092,0
83708,0
110668,0
118702,0
88160,0
115111,0
115882,0
12565,0
54644,0
119047,0
103688,0
55725,0
7893,0
15219,0
19233,1
104094,1
10904,0
90248,0
28200,0
41434,1
48615,0
97593,0
30457,1
131282,0
13929,0
72641,0
37478,1
29490,0
90605,1
113713,0
60637,1
22660,0
73787,0
48530,1
125839,0
45125,0
66736,0
122477,1
68246,0
117759,0
44151,0
51183,0
89957,1
14187,0
52242,0
116527,0
99297,0
13888,0
123243,0
75934,0
128960,1
110932,0
24439,0
122713,0
23372,1
16031,0
59882,0
11988,0
98951,0
17208,0
114484,0
113786,1
49912,0
68200,0
19167,0
62797,0
19190,0
43812,0
122182,0
55788,0
37532,0
63579,0
114179,0
68430,1
96918,0
113268,0
89134,0
37274,0
3753,1
114221,0
11878,0
35334,0
93496,0
91789,1
28617,0
69172,0
63469,0
81019,0
6839,0
62459,1
11800,0
84252,1
8478,1
76364,0
126765,0
72664,0
16629,0
4450,0
36601,1
23847,1
31919,0
118607,0
43786,0
79117,0
35295,0
55865,0
83250,0
89293,1
85646,0
26061,0
49399,0
117226,0
27432,0
6513,1
24873,0
58229,0
41399,0
37804,0
55889,1
106385,0
24334,0
76332,0
98670,0
17264,0
20813,0
61450,0
27782,0
28526,0
29947,0
96690,0
8930,0
80128,0
107666,0
59582,0
110006,1
83005,0
93850,0
86667,1
76144,0
110485,0
77023,1
31563,1
50230,0
131326,0
7754,0
2830,0
128831,0
92882,0
100894,1
58961,0
66662,0
133275,1
58224,0
22314,0
118382,0
49745,0
22841,0
38861,0
42761,1
65079,1
113120,0
21657,0
120991,0
4536,0
98487,0
41875,0
27102,0
39065,0
34334,0
31836,1
62005,1
118748,0
24030,0
107267,1
69523,0
60705,0
78851,1
120996,0
36736,0
105229,0
92132,0
57437,1
104392,0
127222,0
24816,0
27465,0
5791,1
93835,0
116330,0
75995,1
107857,1
69644,0
102889,0
64271,0
120711,0
133607,0
95262,0
47729,0
78357,0
129095,0
2010,0
127533,0
62336,0
94588,1
43512,0
52976,1
34718,0
108831,0
26981,0
44869,0
43116,0
135650,0
92861,0
124096,0
51983,1
127525,0
111418,0
74291,0
27199,0
11378,0
88727,0
40446,0
106217,0
88320,1
71900,0
5083,0
96149,0
2126,0
98763,0
47349,0
113957,0
5859,0
112552,0
87247,0
89154,0
12096,0
22166,0
93447,1
97952,0
86154,0
9912,1
130790,0
82465,0
120944,0
88980,0
22183,0
8662,0
15461,0
1822,0
44868,0
41677,0
30428,1
18146,1
44650,1
54792,0
93703,0
57551,0
127439,0
98732,0
7079,0
91846,0
82616,0
103386,0
95820,1
45009,1
49255,0
106090,0
112096,1
48715,0
16539,1
345,0
58911,0
37733,0
81221,1
39058,1
73799,1
16179,0
64199,0
93380,0
53652,0
74098,0
31546,0
59322,0
93266,0
80812,0
9389,0
102041,0
109253,0
61657,0
100423,0
125256,0
38190,0
17312,0
128124,0
63326,1
135686,0
102490,0
82718,0
126275,0
86921,0
134194,1
64252,0
101462,1
41717,0
37199,0
106480,0
100978,0
41231,0
129565,1
115355,0
127907,1
136079,0
101629,0
27179,0
65967,1
114519,1
102728,0
92921,0
32846,0
37195,0
46181,1
87136,0
56244,0
92434,0
25609,0
117176,0
36619,0
10458,0
66054,0
69562,0
39517,1
108787,0
92353,0
87361,0
69176,0
45415,0
118921,1
116428,0
85164,0
57152,0
30064,0
12375,0
105143,0
38293,0
49930,1
27136,0
38705,0
83181,1
43586,0
13651,0
904,0
85734,0
12428,0
117319,0
31999,0
73362,1
134174,0
101064,0
20887,0
81247,0
44601,0
76365,0
82340,0
63151,0
75143,0
65690,1
112703,0
35442,0
59590,0
34677,0
79355,0
119455,0
103918,0
76727,0
43913,0
45816,0
9381,0
36604,1
17326,0
41901,0
117048,1
106449,0
121428,0
79181,0
23924,0
16342,0
37734,1
130110,0
59142,0
129519,0
123579,1
54342,0
67885,1
35884,0
9130,0
112614,0
92580,0
5225,0
106869,0
99699,1
81233,0
200,1
103468,0
120371,1
47274,0
85713,0
20827,0
45877,0
21005,0
53361,0
33174,1
67767,0
73459,0
76468,1
133141,0
28595,0
92448,1
29466,0
88858,1
122421,0
17880,1
91224,0
20440,1
34193,0
20413,0
111376,0
111877,0
10887,0
108022,1
7497,1
112207,0
74827,0
126055,0
36677,0
9011,0
11730,0
110666,0
129218,1
54938,0
83879,0
88472,1
11912,0
47416,1
54517,1
20314,0
42201,1
47841,0
114597,0
68994,0
108505,1
52850,0
18343,0
17432,0
106000,0
72079,0
12452,0
96999,0
109574,0
131630,0
85806,0
40521,1
26706,0
87515,0
38793,0
9546,0
113280,1
58554,1
133576,0
62533,0
53548,1
51092,0
112750,1
40453,0
51172,0
32498,0
45978,1
20417,0
69372,0
90828,1
122283,0
130802,0
1739,1
7735,0
124683,0
114435,0
88724,0
75241,0
109959,0
43357,0
34522,0
127915,0
57774,0
82849,0
60655,1
89921,1
113570,1
115502,0
121085,0
111382,0
131308,0
128143,0
49796,1
23576,1
81104,0
74096,0
82647,0
30745,0
92068,0
4846,1
52801,0
24216,0
61468,0
322,0
129769,1
50346,1
60381,0
71682,0
5329,1
74368,0
109456,1
59256,0
85137,1
104955,1
111305,0
93723,0
7,0
64572,0
91716,0
101577,0
83566,1
95458,0
93108,0
113178,0
18746,0
74149,0
27,0
132281,1
71010,1
62571,0
46511,1
34915,0
6060,0
78778,0
32124,0
41266,0
42807,0
11115,0
2131,1
33673,0
78415,0
84783,0
58488,0
134534,1
110576,1
78234,0
73888,0
89327,0
56394,0
15889,0
57769,1
117602,0
40504,0
49870,0
23197,0
132884,1
16454,0
102129,0
49261,0
14797,1
76270,0
124495,0
70892,1
102003,1
130025,0
103660,0
52767,0
97745,1
125945,0
67897,0
98513,0
117949,0
109893,1
25337,1
130272,1
42954,0
40394,0
129873,1
61329,0
69554,0
91511,1
65280,1
24100,0
18867,1
58138,0
121730,0
62290,0
27907,0
39637,0
63758,0
58994,1
3649,0
90661,0
67491,0
79799,0
67372,0
36416,1
38351,0
38602,0
51512,0
55722,0
131655,0
122509,0
15703,0
21035,1
46294,0
133902,0
55626,0
40699,1
135738,0
37994,0
77602,0
44584,0
43434,0
36863,0
87145,0
3131,0
40162,0
55435,0
101943,0
118672,0
69895,1
78837,0
96464,0
100517,1
128120,0
55217,1
81616,0
123160,0
62617,0
20536,0
104441,0
118414,0
5123,0
69292,0
134737,0
46334,0
8901,0
32300,0
6905,0
129508,1
37396,1
36705,0
3850,1
70528,0
9609,0
112384,0
56362,0
39432,1
46625,0
62724,0
82659,1
106021,0
24416,1
133301,0
124575,0
124853,0
91773,1
2346,0
100979,1
45225,0
38858,0
92101,1
58195,0
34087,0
101078,1
106875,0
82983,1
135815,1
114687,1
110865,0
48488,0
92002,0
108904,0
72375,0
100118,1
6020,0
49275,0
36004,0
113102,0
104167,1
3609,0
71434,1
37619,0
57179,0
66007,0
10945,0
31377,0
38630,0
5662,1
29977,0
2926,0
32388,0
79452,0
129547,1
125457,0
76322,0
127497,0
48871,0
31779,1
47862,0
49901,0
1,1
78788,1
132891,0
64888,0
60026,1
130373,0
134279,1
12611,1
129420,0
61595,0
51452,0
103834,0
128896,0
2842,1
45005,0
43733,0
70961,0
38028,0
29229,0
9844,1
96510,0
112456,0
43761,0
60349,0
27827,0
53802,1
113409,0
28983,0
31523,0
96282,1
60144,0
8287,1
113163,0
103541,0
132018,0
27616,0
77037,0
85663,1
7956,0
129966,0
6736,1
119258,0
18257,0
48513,0
46792,0
133015,0
125360,0
98516,1
93209,1
53758,0
106012,0
45327,0
107446,0
11012,0
104321,0
17356,1
80235,0
59346,0
80826,0
123576,0
20484,0
93617,1
83070,1
122667,0
133312,0
24050,1
54991,0
129088,0
45243,0
17559,0
108111,0
57764,1
51476,0
6675,0
120302,0
66068,0
18992,0
12341,1
129587,1
133114,0
1156,1
134547,0
61482,0
71806,0
21226,1
67492,0
26066,1
131992,0
15157,0
12522,1
35743,0
11623,0
29574,0
10421,0
60937,1
97887,0
37768,0
135058,0
110878,0
21055,1
52965,1
101181,0
52827,0
116180,1
106189,1
91046,0
16752,1
123219,0
119730,0
87443,0
76783,1
85524,0
130996,0
77770,1
17452,0
51518,0
27952,0
127323,0
88028,0
115281,1
17761,0
81016,1
48451,0
130829,0
30645,0
111448,0
87655,0
35773,0
14164,1
96609,0
50067,1
104168,0
98168,0
76027,1
104749,0
60841,1
30703,0
136174,0
22154,1
113601,1
19442,1
81507,0
53088,0
77500,0
67971,0
13923,0
106656,0
59667,1
86174,0
34595,0
83993,0
90487,0
78057,1
78869,0
70149,0
125854,1
114933,0
48210,0
110193,0
113767,0
57224,0
134783,0
7346,0
108391,1
134160,0
69366,1
107429,1
131227,0
91744,0
53783,1
13477,1
64716,1
46164,0
86474,1
101812,1
95307,0
41665,1
104331,0
124628,0
94257,0
29322,0
83386,0
83638,0
115161,0
119733,0
26435,0
73453,1
41619,1
98607,0
132343,0
101756,1
93813,0
133655,0
12081,0
46058,0
9843,0
135811,0
105362,0
2061,1
17690,0
67920,0
78341,0
72861,0
51551,0
57461,0
77406,0
76494,1
104714,0
131232,0
129458,0
98182,0
73941,0
83046,0
101274,0
22121,1
38107,0
132175,0
67324,1
102523,0
117802,0
54985,0
110360,0
43339,1
85027,1
54830,0
90142,0
2337,0
74417,0
6787,0
52229,0
18087,0
84897,1
125189,0
72698,0
100442,0
130438,1
39702,1
96736,0
70824,0
28442,1
34384,0
29326,0
31933,1
112865,1
18295,0
115571,0
53531,0
102661,0
64604,0
8153,0
103959,0
30674,0
60824,0
89600,0
61334,0
90985,1
128331,0
128112,0
128721,0
68791,0
86654,0
81261,1
132464,0
75064,0
49516,0
2712,0
14913,1
20663,1
124084,1
59521,1
82005,0
79531,0
18514,0
18963,1
55503,0
90117,0
49558,0
26032,1
94055,0
87042,1
18504,1
109948,1
79939,0
34383,0
76462,0
34704,1
12278,0
87416,0
8049,0
47669,1
16193,1
13817,0
132318,0
100568,0
43519,0
87005,1
3008,0
107614,1
35437,1
108120,0
125904,1
51245,0
55643,1
38263,0
40511,1
54543,0
128241,1
75748,0
8654,0
87944,0
69475,1
66609,0
6723,1
92072,0
67327,0
21328,0
28563,0
89066,0
93882,0
39634,0
124760,1
43868,0
129185,0
124805,0
121373,0
44066,1
116845,0
119647,0
12354,0
34358,0
21412,1
102787,0
93062,0
36940,0
37580,1
74784,0
65880,0
79242,1
117148,0
9738,0
36344,0
61307,1
120931,0
42489,0
52041,0
107427,0
84788,0
27900,0
16242,0
21847,0
103683,0
81155,1
42558,0
58530,0
44551,0
91096,0
92631,0
114580,0
25766,0
117354,0
65341,0
94384,1
33863,0
96916,0
112887,1
120383,1
17844,0
91014,1
80302,0
4503,0
71076,1
79708,0
112182,0
16106,0
119136,0
115425,0
115948,0
81228,0
70384,0
84138,1
90349,0
50249,0
43125,0
52163,0
88240,1
72288,0
5958,0
98745,0
89014,1
31191,1
83624,1
13124,1
17064,1
122452,1
90432,0
129106,0
94801,0
64521,0
25213,0
15949,0
116552,0
128495,0
96259,0
82153,0
71891,1
5382,0
107214,1
40454,0
101397,0
16402,0
25613,0
85060,0
130937,0
74738,0
64169,0
103103,0
100006,1
35163,0
87981,0
7680,0
115127,0
96208,1
72062,0
58531,0
101718,0
83722,0
119053,0
76074,1
51911,0
29042,0
36531,0
39139,0
895,0
124419,0
46497,0
55127,0
74127,0
49686,0
106796,0
10983,0
9671,0
10177,0
38509,0
45505,1
10812,1
116629,0
24822,0
121627,1
112751,0
39397,1
130163,0
37467,1
81044,0
47308,0
116242,0
15148,0
118152,0
49319,0
103668,0
37736,0
113049,1
20768,0
45570,1
75089,1
68540,0
28824,1
3467,0
91687,0
94142,0
30616,0
122859,0
31189,0
42775,0
88345,1
129576,1
130203,0
72899,0
111071,1
66873,0
48664,0
45080,1
46042,0
71223,0
39099,1
100112,0
23112,0
106504,0
12983,1
35710,1
72160,1
109508,0
58651,0
107068,0
129229,0
98904,0
115539,0
119854,0
48254,0
49731,1
52027,1
84542,0
39375,0
38083,0
7980,1
24176,1
81216,0
14351,0
109098,0
4075,1
19069,0
8830,0
125640,0
128752,1
110108,0
62990,0
12130,0
9572,0
18947,1
15633,0
123198,0
96273,0
2699,0
89804,0
23448,1
22596,0
28592,0
121579,1
95056,1
40802,0
67270,0
129352,1
20737,1
123681,0
93722,0
126062,0
116597,1
11949,0
83429,0
25353,0
105679,0
62472,0
115698,0
52012,0
30891,0
122236,0
46333,0
28282,0
890,0
31163,1
41021,0
52257,1
133269,0
93604,0
48656,0
38844,0
35952,0
54096,1
87546,0
31929,0
40325,0
72196,1
117565,0
50784,0
70802,0
89908,0
133742,0
13975,0
67234,0
28376,1
82920,0
111012,0
127792,0
64100,0
72448,0
78223,0
69699,0
10445,1
73555,0
39206,0
