,Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharge,Bandwidth_GB_Year,Area_Rural,Area_Suburban,Area_Urban,Gender_Female,Gender_Male,Gender_Nonbinary,InternetService_DSL,InternetService_FiberOptic,InternetService_None,Contract_Month-to-month,Contract_Oneyear,Contract_TwoYear
1150,0,43,39585.8,8.280154685,17,2,2,0,0,0,1,0,0,0,1,0,0,0,0,104.97808,1965.221779,1,0,0,1,0,0,1,0,0,0,1,0
5076,0,24,36091.7,12.18643,10,2,1,0,0,0,1,0,1,0,0,0,1,0,1,139.9568,4969.32191,0,1,0,1,0,0,0,1,0,1,0,0
315,3,72,74061.48,5.863179258,16,0,0,0,1,0,1,0,0,0,1,0,0,1,0,139.965008,1778.733282,1,0,0,0,1,0,1,0,0,1,0,0
5041,2,22,8137.37,11.62695,13,1,0,0,0,0,1,1,1,0,1,1,1,1,1,267.6647,6072.907276,0,0,1,0,0,1,0,1,0,0,0,1
2652,0,67,7004.93,6.914264,9,0,0,0,1,0,1,1,0,1,1,1,0,0,1,172.4885,1003.080929,1,0,0,1,0,0,1,0,0,1,0,0
6102,4,87,38556.54,6.464421,12,2,0,0,1,0,0,1,0,0,1,0,0,1,1,172.4705,5922.604676,0,1,0,1,0,0,1,0,0,1,0,0
675,2,86,72436.33,7.92301547,11,0,0,1,0,0,1,1,0,0,0,0,1,0,1,169.944668,1014.45747,0,0,1,1,0,0,0,1,0,1,0,0
9838,2,43,41512.21,13.21491,10,3,1,1,1,1,1,1,1,1,0,1,1,0,0,207.4673,6193.937954,0,0,1,0,1,0,0,1,0,0,0,1
649,1,26,24166.24,13.36710209,10,0,0,0,1,1,1,0,1,0,0,1,0,0,1,127.481989,1233.889856,0,0,1,0,1,0,0,1,0,0,0,1
5822,0,21,9572.9,7.144953,12,0,0,0,0,0,1,0,0,0,0,1,0,1,0,159.9512,5174.273895,0,1,0,1,0,0,0,1,0,1,0,0
6181,0,88,18474.89,6.575864,9,4,1,0,0,0,0,0,0,1,1,1,1,0,1,184.967,5045.986552,0,1,0,1,0,0,0,1,0,0,1,0
7614,2,88,23239.53,7.898726,18,1,0,0,0,0,0,1,0,0,0,0,1,0,1,169.9447,5352.201748,0,1,0,0,1,0,0,1,0,1,0,0
5667,1,25,60004.11,10.79749,13,0,0,0,0,0,1,0,0,0,1,0,1,0,0,129.9621,5075.832913,1,0,0,1,0,0,1,0,0,0,0,1
6059,1,18,24495.35,11.0488,12,0,0,1,1,0,1,0,0,0,0,0,0,0,1,112.4551,5392.197566,0,1,0,1,0,0,0,1,0,1,0,0
1903,3,27,24045.19,14.47410001,17,0,0,0,1,1,1,0,1,0,0,1,0,0,0,95.005709,617.4480514,1,0,0,0,1,0,0,0,1,1,0,0
7098,0,46,21391.79,10.50442,13,0,0,0,1,0,1,0,0,0,0,0,0,0,0,92.45514,5644.516819,0,1,0,1,0,0,1,0,0,0,1,0
2442,7,26,43467.62,10.48505,13,0,0,0,1,0,1,0,0,1,1,0,1,1,0,222.6281,1585.087297,0,1,0,0,1,0,1,0,0,1,0,0
7067,1,18,3609.96,13.15279,15,4,0,1,0,0,1,1,0,1,1,1,1,0,1,197.4725,6389.433314,0,0,1,1,0,0,1,0,0,0,0,1
2158,0,51,44034.11,5.574893,9,1,0,1,1,0,1,1,0,0,0,0,1,1,0,240.1149,753.4677251,0,0,1,1,0,0,0,1,0,1,0,0
7635,3,62,80719.57,11.06909,5,2,1,0,0,0,1,0,0,1,1,0,1,1,0,210.1518,3749.327724,0,0,1,0,1,0,0,0,1,1,0,0
2332,1,60,59560.13,7.614454,13,2,0,0,1,0,1,1,0,0,1,1,1,1,0,245.147,1760.757293,0,1,0,1,0,0,1,0,0,0,1,0
8122,1,87,27615.28,12.15309,9,2,0,0,1,1,1,0,1,0,0,0,0,1,1,117.4835,5936.910583,0,1,0,1,0,0,0,0,1,0,0,1
4776,0,70,58992.27,12.52141,12,1,0,1,1,0,1,1,0,1,0,0,1,1,0,242.6106,3070.896284,0,0,1,1,0,0,1,0,0,1,0,0
1310,0,72,34217.69,13.58758162,12,1,0,0,0,0,1,1,1,0,1,0,0,0,1,160.00128,539.9859818,0,0,1,0,1,0,0,1,0,0,1,0
8925,0,89,93474.78,10.06,11,0,1,0,1,0,1,0,0,0,1,1,0,1,1,139.9979,4622.680672,0,0,1,1,0,0,0,0,1,1,0,0
2456,3,79,20415.05,11.15686,8,1,0,0,1,0,1,0,0,0,0,1,1,0,0,129.9483,712.4768186,1,0,0,1,0,0,1,0,0,1,0,0
3902,2,40,57182.71,10.54632,16,0,0,0,0,0,1,1,1,0,1,0,0,0,0,160.0013,511.2155972,0,0,1,0,1,0,0,1,0,1,0,0
6310,7,33,26387.48,13.54553,14,1,0,0,1,0,0,1,1,1,0,0,0,1,1,204.961,5901.372906,1,0,0,1,0,0,0,1,0,0,0,1
2709,0,66,66284.45,10.44775,14,0,1,0,1,0,1,0,0,0,1,1,0,0,1,105.011,155.5067148,0,1,0,1,0,0,0,0,1,0,0,1
1726,2,61,5875.01,11.36888104,12,1,1,0,0,1,0,0,1,1,0,0,1,0,1,142.452604,1408.424309,0,1,0,0,1,0,1,0,0,1,0,0
2863,4,49,52931.37,11.35043,7,1,0,0,1,0,1,0,1,1,0,0,0,1,1,152.4555,1837.760704,0,1,0,0,1,0,1,0,0,1,0,0
6770,0,46,61774.69,10.58657,13,0,1,1,0,0,1,1,1,1,1,0,0,1,0,197.484,6770.012109,0,0,1,0,1,0,1,0,0,0,0,1
3804,0,57,12181.61,12.17617,13,0,0,1,0,0,1,1,0,1,0,0,1,0,0,192.4404,1318.124689,0,0,1,1,0,0,0,1,0,1,0,0
2951,3,59,10121.11,10.67622,12,1,1,0,1,0,1,0,0,1,0,1,1,1,1,242.6143,1567.299499,0,1,0,0,1,0,0,1,0,0,0,1
5744,6,72,19527.71,11.89135,11,2,1,0,1,0,1,1,0,0,0,0,0,0,1,112.4844,5460.550342,0,0,1,1,0,0,0,0,1,0,1,0
4971,2,76,38599.07,7.178201,13,2,1,0,0,0,1,1,0,0,0,1,1,1,0,232.624,2174.446655,0,0,1,0,1,0,1,0,0,0,1,0
6888,7,62,38449.96,13.199,13,1,1,0,1,1,1,0,0,1,1,0,1,1,1,242.6281,5757.952045,0,0,1,1,0,0,0,1,0,1,0,0
7631,2,37,35274.36,7.13163,8,0,2,0,1,0,1,1,0,0,0,0,1,0,1,169.9447,5723.066248,1,0,0,1,0,0,0,1,0,1,0,0
3485,1,62,61174.45,11.90278,13,2,1,0,1,0,1,0,0,1,0,1,0,1,0,162.447,1585.841616,0,0,1,1,0,0,1,0,0,0,0,1
3404,2,78,47190.38,12.94384,13,1,1,1,1,1,1,0,1,1,1,1,1,1,1,237.6549,1919.953096,0,1,0,1,0,0,1,0,0,0,0,1
7932,2,70,50998.03,10.65361,11,0,0,0,1,1,1,0,1,0,1,0,0,1,0,162.4827,6190.252926,0,1,0,0,1,0,0,1,0,0,1,0
5814,4,70,12621.78,2.911116,15,2,0,0,1,0,1,0,0,1,1,1,1,0,1,164.967,5871.888679,0,1,0,1,0,0,1,0,0,1,0,0
4769,0,22,73162.55,9.399999,10,0,0,0,1,0,1,0,1,0,1,0,0,0,1,95.01949,824.4079658,1,0,0,0,1,0,0,0,1,1,0,0
8708,4,68,46018.62,12.46238,15,2,0,0,0,1,1,1,0,0,0,1,0,1,1,172.4567,6568.314412,0,1,0,0,1,0,1,0,0,1,0,0
9732,6,22,51026.35,13.10333,18,0,0,0,0,0,1,1,0,0,0,1,1,0,1,149.9776,6381.859686,1,0,0,1,0,0,0,0,1,1,0,0
9419,1,81,22319.36,14.22713,7,1,0,0,0,0,1,1,1,0,1,1,0,0,0,172.5104,4996.932332,0,1,0,0,1,0,0,1,0,1,0,0
4405,3,87,34923.5,9.022046,13,0,0,0,0,1,1,1,1,1,1,0,1,0,0,207.4811,755.4687511,1,0,0,0,1,0,0,1,0,1,0,0
8226,3,37,21599.58,12.85761,4,1,0,0,0,0,1,0,0,1,1,0,0,0,0,147.4738,3874.362144,0,0,1,1,0,0,0,1,0,1,0,0
8101,3,84,16602.2,11.43794,10,1,0,0,1,0,1,1,1,0,1,1,1,1,1,247.6647,5856.498648,0,1,0,1,0,0,1,0,0,1,0,0
3338,7,89,93936.05,12.63119,14,1,1,0,1,1,1,0,1,1,0,0,1,1,0,232.6228,1436.945723,1,0,0,0,1,0,0,1,0,0,1,0
3494,3,51,22413.89,12.20707,12,1,0,0,0,0,1,1,1,0,0,0,0,0,1,127.4783,2078.823247,0,0,1,0,1,0,1,0,0,1,0,0
6790,5,69,53224.48,10.79852,13,0,0,1,1,0,1,1,0,0,0,1,1,1,1,232.624,6746.608618,1,0,0,0,1,0,1,0,0,0,1,0
820,0,34,29907.64,9.891516764,12,1,0,0,1,1,0,0,0,0,0,0,0,1,1,147.442069,1173.669727,0,0,1,1,0,0,0,1,0,1,0,0
4204,0,75,47915.97,8.648062,13,0,0,0,0,0,1,0,1,0,0,0,1,0,1,119.9568,696.77888,0,1,0,1,0,0,1,0,0,0,0,1
9618,1,59,40880.45,9.206332,13,1,0,0,0,0,0,1,0,1,0,0,0,0,0,147.4564,6417.049134,0,0,1,1,0,0,1,0,0,0,1,0
2915,0,20,6528.33,5.902462,17,1,0,0,0,0,1,1,1,1,1,1,1,0,1,199.9902,2517.584249,0,0,1,0,1,0,1,0,0,1,0,0
6019,2,39,10269.12,7.265188,16,3,0,0,1,1,1,0,1,1,0,1,0,0,1,129.9778,6251.354682,1,0,0,1,0,0,1,0,0,0,0,1
8479,0,72,27058.36,7.88648,13,3,0,0,1,1,1,1,1,0,0,0,1,1,0,222.6326,6840.191109,0,0,1,1,0,0,1,0,0,1,0,0
6014,2,24,13209.19,10.90438,12,1,0,1,0,0,1,1,0,0,1,1,1,1,1,265.147,4794.822207,0,0,1,1,0,0,0,1,0,1,0,0
4666,2,84,64494.71,14.09036,12,1,2,1,1,1,1,0,0,0,1,1,1,0,0,129.995,636.2377993,0,1,0,1,0,0,0,0,1,1,0,0
4998,2,75,20940.34,4.827944,12,0,1,0,1,0,1,1,0,1,1,0,0,0,1,159.9794,1170.945568,1,0,0,1,0,0,1,0,0,0,0,1
2646,1,18,35023.76,6.530306,13,1,1,0,0,0,1,0,1,1,0,0,0,0,1,137.4686,1688.294747,1,0,0,1,0,0,0,1,0,0,0,1
9770,2,51,13538.2,9.839701,14,0,0,0,1,0,1,1,0,1,1,1,0,0,1,172.4885,6368.533526,0,1,0,1,0,0,1,0,0,0,1,0
6564,1,73,64333.09,7.715579,14,3,0,0,0,0,1,0,1,0,0,0,1,0,0,107.4806,4633.252261,0,1,0,1,0,0,0,0,1,1,0,0
3250,1,85,8698.92,4.821467,13,0,1,0,1,0,1,0,1,0,1,0,1,1,1,222.65,1062.121627,0,0,1,0,1,0,0,1,0,1,0,0
6761,0,24,34370.46,16.26364,16,2,1,0,0,0,1,1,0,1,0,0,0,0,1,167.4564,5041.432965,0,0,1,1,0,0,0,1,0,0,1,0
9009,0,21,41556.64,9.351682,10,1,0,1,0,0,1,1,0,1,0,0,0,0,1,167.4564,5992.278257,0,1,0,0,1,0,0,1,0,1,0,0
9985,1,30,72449.84,11.25272,9,3,0,1,0,1,1,0,0,1,0,1,1,1,1,242.6143,4647.63715,0,0,1,0,1,0,0,1,0,0,1,0
4987,2,31,60302.79,8.426883,8,0,0,0,1,0,1,0,0,1,0,1,1,1,1,242.6143,1763.825951,0,0,1,1,0,0,0,1,0,1,0,0
2834,2,87,32526.64,2.463144,14,1,1,0,1,1,1,1,1,0,1,0,1,0,1,184.9853,1418.813901,0,1,0,0,1,0,0,1,0,1,0,0
728,3,52,38311.94,12.1362412,11,2,1,0,0,0,1,0,0,1,0,0,1,0,0,139.934918,1790.688379,1,0,0,0,1,0,1,0,0,1,0,0
4660,0,37,23761.42,11.2072,9,1,0,0,1,1,1,1,0,1,0,1,1,0,1,184.9496,2281.87219,1,0,0,0,0,1,1,0,0,0,0,1
922,3,37,43995.62,13.86336803,12,0,0,1,1,1,1,0,0,1,1,0,0,1,1,182.460772,1642.394079,0,0,1,1,0,0,0,1,0,0,0,1
6562,3,45,50766.63,13.21732,15,0,0,1,0,1,1,1,0,1,0,0,1,1,0,262.6106,6241.530828,0,1,0,0,1,0,0,1,0,1,0,0
9472,7,82,76807.33,8.086307,10,1,0,0,1,0,1,1,1,1,0,0,0,1,0,204.961,4810.093397,0,0,1,0,1,0,0,1,0,1,0,0
6529,4,42,6790.51,11.00941,16,1,0,0,0,1,1,0,1,0,0,1,0,0,1,127.482,5267.174112,0,1,0,0,1,0,0,1,0,1,0,0
913,0,48,70133.7,10.87926101,13,2,0,0,0,0,1,1,1,1,0,1,1,1,0,257.63748,1880.78289,0,1,0,0,1,0,1,0,0,1,0,0
1264,0,79,20078.44,14.82798335,12,1,1,1,1,0,1,0,1,0,0,1,1,1,1,190.159922,847.9561126,0,1,0,1,0,0,0,0,1,0,1,0
4664,4,51,11269.01,10.87695,13,0,0,1,0,1,0,0,1,0,1,0,0,1,1,130.0064,704.9501482,0,0,1,0,1,0,0,0,1,0,0,1
959,1,21,36226.45,10.0260969,13,1,0,1,1,1,1,0,0,0,1,1,1,0,0,142.471255,985.5778302,0,1,0,0,1,0,1,0,0,0,1,0
9399,2,24,73912.54,12.72561,15,1,0,0,0,0,0,1,0,0,0,0,1,0,1,169.9447,5430.887513,1,0,0,1,0,0,0,1,0,1,0,0
3491,0,84,91355.72,17.41601,11,1,0,0,0,1,1,1,0,1,0,0,0,1,1,202.4433,1145.984358,0,1,0,1,0,0,0,1,0,1,0,0
3578,2,43,15584.37,10.72976,15,3,0,0,0,0,1,0,0,0,0,1,1,1,0,220.1185,1280.600763,1,0,0,0,1,0,0,1,0,1,0,0
6216,0,77,56567.94,10.72776,14,0,0,0,0,0,1,1,1,0,1,1,0,1,0,175.0211,5422.798976,0,1,0,1,0,0,0,0,1,0,1,0
2555,0,54,37928.26,6.726035,13,0,0,1,0,0,0,1,1,0,1,0,1,1,0,222.6792,837.2614393,0,1,0,0,1,0,0,0,1,0,1,0
8221,2,75,4640.91,8.177195,11,4,0,0,0,0,1,1,1,0,1,0,1,1,1,235.1555,5588.672503,1,0,0,1,0,0,1,0,0,1,0,0
2231,1,19,48228.96,15.47441,13,1,1,0,1,0,1,0,0,1,1,0,1,1,1,242.6281,1946.937264,0,1,0,0,1,0,0,1,0,1,0,0
3579,3,58,29334.74,11.05431,14,1,1,0,0,0,0,1,0,0,0,1,0,0,1,157.4698,1312.812193,0,0,1,0,1,0,0,1,0,0,1,0
9056,0,23,34414.35,13.96183,10,0,0,0,1,0,1,0,0,1,0,0,0,0,1,114.9509,5244.106579,0,1,0,0,1,0,1,0,0,1,0,0
4248,1,77,9954.05,11.17271,9,2,0,0,0,0,1,0,0,1,1,0,0,1,1,162.4608,1795.593522,0,0,1,0,1,0,1,0,0,1,0,0
9965,0,35,51608.52,10.2689,9,0,1,0,1,0,1,1,1,1,0,0,0,1,0,204.961,4368.754806,0,1,0,0,1,0,0,1,0,1,0,0
1541,1,61,11087.89,11.92666547,8,0,0,0,0,1,1,1,0,1,1,1,0,1,0,227.475448,560.8498056,1,0,0,1,0,0,0,1,0,1,0,0
5989,1,32,84409.23,6.279415,12,0,0,1,0,0,1,0,0,0,1,1,0,0,0,105.011,5517.467178,0,1,0,0,1,0,0,0,1,0,0,1
7489,0,46,64782.28,11.14118,15,3,0,0,0,0,1,1,0,1,0,1,0,0,0,159.9656,5462.617829,0,0,1,1,0,0,1,0,0,1,0,0
9591,4,78,32835.55,5.864152,9,2,1,0,1,1,1,0,0,1,1,1,0,1,1,174.9699,4970.689824,0,1,0,0,1,0,1,0,0,1,0,0
4965,4,40,25163.01,11.31745,13,2,1,0,0,0,1,1,1,1,1,1,1,1,0,270.1604,2060.344507,1,0,0,0,1,0,1,0,0,1,0,0
453,1,21,54727.46,13.17156155,12,1,1,0,1,1,1,1,0,1,0,0,1,0,1,192.440432,1233.975771,0,1,0,1,0,0,0,1,0,0,0,1
4355,1,27,11737.67,12.53943,12,2,0,0,0,0,1,0,1,0,1,0,1,1,0,222.65,2217.378277,1,0,0,0,1,0,0,1,0,0,0,1
6847,2,58,5003.87,11.14927,5,1,1,0,0,0,1,0,1,0,0,0,1,0,0,139.9568,5675.878459,0,0,1,0,1,0,0,1,0,1,0,0
6934,0,22,65714.5,8.229441,9,1,0,0,1,0,1,0,1,1,0,0,0,1,0,152.4555,6309.069748,0,1,0,0,1,0,1,0,0,0,1,0
2403,3,59,7614.82,10.9733,13,1,0,0,1,0,1,0,0,0,1,0,1,1,1,187.656,969.0951508,0,0,1,0,1,0,0,0,1,1,0,0
7441,3,78,9726.8,9.282099,12,0,0,0,1,0,1,0,1,0,0,0,0,0,0,114.9728,5390.143405,0,0,1,1,0,0,0,1,0,1,0,0
5881,1,40,50465.23,10.2408,14,0,0,0,0,0,1,1,0,0,0,0,1,0,0,149.9447,3822.54562,0,0,1,0,1,0,1,0,0,0,0,1
1823,4,71,69506.73,9.773871134,8,1,0,0,1,1,1,0,1,0,0,0,0,0,0,114.972827,1153.262724,1,0,0,1,0,0,0,1,0,0,1,0
1977,1,48,9202.1,7.979875858,18,1,0,0,1,0,1,1,1,0,0,1,1,0,1,164.971516,2029.905606,0,0,1,0,1,0,1,0,0,0,1,0
660,1,65,47738.37,11.284594,11,1,0,1,1,1,1,1,0,1,1,0,0,1,0,214.966286,961.1315871,0,1,0,0,1,0,0,1,0,1,0,0
34,4,69,11211.59,5.540788887,15,1,0,0,1,0,1,1,1,0,1,1,1,1,0,267.664655,1081.814362,0,0,1,0,1,0,0,1,0,0,1,0
1764,2,66,6284.19,9.217002771,13,0,0,0,0,1,1,0,0,0,0,0,0,0,1,92.455141,1777.880577,1,0,0,0,0,1,1,0,0,1,0,0
285,1,69,36453.31,10.96553586,8,1,0,0,0,0,1,1,0,0,0,1,0,1,1,159.980465,1898.877878,1,0,0,0,0,1,0,0,1,0,1,0
5084,0,49,70285.78,10.94527,15,2,0,1,0,0,1,0,0,0,1,1,1,0,0,162.4713,5040.384412,0,1,0,1,0,0,0,1,0,0,0,1
268,3,19,10701.11,9.753145376,19,0,1,0,0,0,0,1,0,0,0,0,1,1,0,220.114868,1740.72604,0,0,1,1,0,0,1,0,0,1,0,0
934,5,56,76785.63,9.718721513,9,1,1,1,1,0,1,1,0,1,0,1,1,1,1,275.119794,1706.688082,0,0,1,1,0,0,0,1,0,1,0,0
9338,0,19,23288.63,13.01421,17,1,1,0,1,0,1,1,0,0,0,1,0,0,0,137.4698,4974.114415,1,0,0,1,0,0,1,0,0,1,0,0
7813,1,43,33465.9,11.64064,12,0,0,0,0,1,1,1,0,1,0,0,1,0,1,159.9642,6339.798083,1,0,0,0,1,0,0,0,1,0,0,1
216,0,53,42523.02,12.99948061,12,1,1,0,1,0,1,1,0,0,0,1,0,0,1,137.469817,1536.589816,0,0,1,0,1,0,1,0,0,1,0,0
583,1,22,39281.35,14.68014234,12,0,0,0,0,1,0,1,0,1,1,0,1,0,1,204.963371,1262.007891,0,0,1,0,1,0,0,1,0,0,0,1
6283,4,75,52982.0,11.36732,13,0,0,0,1,0,1,1,0,0,0,0,0,0,1,144.9607,5699.245355,0,1,0,1,0,0,0,1,0,0,1,0
6772,0,54,11815.18,8.290101,14,3,0,0,1,0,1,0,1,1,0,1,0,1,0,164.9647,5360.683391,0,1,0,0,1,0,1,0,0,1,0,0
5476,2,45,14253.48,9.941965,10,0,0,1,1,0,1,0,0,1,1,0,1,1,1,242.6281,5610.672962,0,1,0,0,1,0,0,1,0,0,0,1
5726,6,31,28436.06,6.622338,11,0,0,0,0,1,1,0,0,1,0,0,1,0,1,139.9349,6722.143611,1,0,0,1,0,0,1,0,0,1,0,0
500,0,54,28712.86,10.68579941,13,1,0,0,1,0,1,0,0,0,0,0,0,0,0,92.455141,1372.385193,1,0,0,1,0,0,1,0,0,1,0,0
6379,4,45,63252.08,11.55712,9,1,1,1,0,0,1,0,1,1,1,0,1,1,0,225.1457,6741.094654,0,1,0,0,1,0,1,0,0,0,1,0
4336,1,22,96925.17,7.284511,19,2,0,0,0,1,1,1,1,0,0,1,0,0,1,139.9875,2520.720283,0,0,1,0,1,0,1,0,0,0,1,0
6009,0,65,9001.05,9.924069,13,1,0,0,1,1,1,1,0,0,0,0,1,1,0,220.1149,6246.864694,1,0,0,0,1,0,1,0,0,1,0,0
6823,3,22,14352.3,6.22605,12,1,1,0,1,0,1,0,0,0,0,0,0,0,1,92.45514,4221.824522,0,1,0,0,1,0,1,0,0,0,1,0
4209,0,50,25598.66,9.390076,14,0,0,0,1,0,1,1,0,1,0,1,1,0,1,184.9496,909.8932554,0,1,0,0,1,0,1,0,0,1,0,0
3187,0,19,32559.23,5.317716,15,1,0,0,0,0,1,1,0,1,1,1,0,0,1,172.4885,1171.985659,0,1,0,0,1,0,1,0,0,0,1,0
5639,2,45,48863.25,9.966641,17,1,1,0,0,1,1,1,1,1,0,1,0,0,0,182.4833,5305.602924,1,0,0,0,1,0,0,1,0,0,0,1
5215,7,50,30988.8,9.021308,8,1,0,0,1,1,1,0,0,1,0,0,0,0,1,134.9509,4137.953493,0,1,0,1,0,0,0,1,0,0,0,1
4533,0,89,33004.01,3.719308,11,4,0,0,0,1,1,1,0,1,0,1,1,1,1,242.6435,1194.31166,0,0,1,0,1,0,0,0,1,1,0,0
5318,1,68,60661.46,8.760586,11,2,2,0,0,0,1,0,0,0,0,1,0,1,1,159.9512,4918.504071,0,1,0,1,0,0,0,1,0,1,0,0
8572,0,28,18305.22,9.316164,11,3,0,0,0,0,1,1,1,0,0,0,0,1,1,162.4653,5823.6249,1,0,0,1,0,0,1,0,0,1,0,0
4805,4,68,77598.76,6.246844,9,2,0,0,1,0,1,1,0,1,0,1,0,1,0,214.9525,1598.336024,1,0,0,0,1,0,0,1,0,1,0,0
1450,0,49,44739.96,10.20266008,15,0,1,0,0,1,1,1,1,0,0,0,0,0,1,147.478341,297.5330656,0,1,0,1,0,0,0,1,0,0,0,1
7521,0,57,31359.19,12.92745,18,1,2,0,1,0,1,0,1,1,1,0,0,1,1,164.9785,6548.096564,1,0,0,1,0,0,1,0,0,0,0,1
7361,3,65,82191.44,7.081175,16,1,0,0,1,0,1,0,1,0,0,0,0,1,1,117.4835,5552.848067,0,0,1,0,1,0,0,0,1,1,0,0
4787,2,58,2904.8,11.43549,13,0,1,0,0,0,1,1,0,0,1,1,1,1,0,245.147,3238.304359,0,0,1,1,0,0,1,0,0,0,0,1
4973,4,23,41685.06,8.560666,11,2,0,0,1,0,1,1,0,1,0,0,1,0,1,192.4404,1594.837225,1,0,0,0,1,0,0,1,0,1,0,0
2382,3,57,47060.9,10.55112,20,3,2,1,0,0,1,0,0,0,0,0,1,0,0,137.4392,1103.759867,0,0,1,0,1,0,0,1,0,0,0,1
4829,2,37,28805.26,10.25645,8,0,0,0,0,0,1,0,1,1,0,1,0,0,0,149.9778,799.7665769,0,1,0,1,0,0,0,1,0,0,1,0
2506,1,36,33929.5,10.63565,12,1,0,0,1,0,0,1,0,0,1,0,1,0,1,182.4676,1204.76304,0,1,0,0,1,0,0,1,0,1,0,0
236,0,42,41412.1,12.4703522,8,1,0,0,0,0,1,1,0,1,1,0,1,1,1,255.133571,3309.919373,0,1,0,0,1,0,1,0,0,1,0,0
1105,3,28,30567.39,10.72919005,6,0,0,0,1,0,1,0,1,1,0,0,0,1,0,152.455519,2006.076916,0,1,0,1,0,0,1,0,0,1,0,0
8014,5,19,11609.18,14.22906,12,1,0,0,0,0,1,1,1,0,0,0,0,1,1,162.4653,4397.21741,1,0,0,0,1,0,1,0,0,1,0,0
3998,2,77,49705.64,9.060003,5,0,0,0,0,0,1,0,0,1,0,0,0,1,1,169.9378,800.6201669,0,0,1,0,1,0,0,1,0,1,0,0
5756,3,69,79594.91,9.604892,16,1,0,0,0,0,1,0,0,0,0,1,1,0,1,129.9483,4526.335532,0,1,0,1,0,0,1,0,0,1,0,0
6256,7,71,38323.22,9.037386,14,1,1,0,0,0,1,1,0,1,0,0,0,1,0,202.4433,6321.838223,0,0,1,1,0,0,0,1,0,0,1,0
6227,2,64,26295.5,16.06426,12,3,0,0,1,0,1,0,1,1,1,0,1,1,1,225.1457,6684.346075,0,1,0,0,1,0,1,0,0,1,0,0
7277,7,47,54508.92,14.00312,11,1,1,1,0,0,1,1,0,1,1,0,1,0,1,204.9634,6322.625755,0,0,1,1,0,0,0,1,0,0,0,1
7471,2,59,31633.68,7.950571,10,2,1,1,1,0,1,0,0,0,1,0,0,0,0,92.5018,5597.999017,0,1,0,1,0,0,0,0,1,1,0,0
9820,0,36,46437.64,5.216083,16,0,0,0,0,0,1,0,0,0,0,1,0,1,1,159.9512,5447.157334,1,0,0,0,1,0,0,1,0,1,0,0
739,0,88,46988.4,9.55444436,16,0,0,1,1,0,1,0,0,0,0,0,0,1,0,147.442069,248.179366,1,0,0,0,1,0,0,1,0,1,0,0
1629,2,29,9514.35,6.977990294,12,0,0,0,0,0,1,0,0,0,0,1,0,1,0,127.474951,772.3133729,1,0,0,0,1,0,0,0,1,1,0,0
9854,3,70,23705.78,11.04239,10,1,0,0,1,0,1,1,1,0,0,0,0,1,1,162.4653,6295.500079,0,1,0,1,0,0,1,0,0,0,1,0
9617,1,88,13135.95,10.64786,9,0,0,0,0,1,1,1,0,0,0,0,1,1,0,240.1149,4492.694472,0,0,1,1,0,0,0,1,0,1,0,0
9884,0,89,41450.22,8.754075,9,0,0,0,0,0,1,0,1,1,0,0,1,0,1,129.9763,4151.767751,0,1,0,0,1,0,0,0,1,0,1,0
249,2,27,25146.14,9.329902365,6,0,0,1,0,1,1,0,0,0,0,0,0,1,0,147.442069,558.3751762,1,0,0,0,1,0,0,1,0,0,1,0
2770,3,73,25946.0,11.44963,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,92.45514,1287.261282,1,0,0,1,0,0,1,0,0,0,0,1
4573,6,20,23334.38,15.41725,15,1,0,1,1,1,1,1,0,0,0,0,1,0,1,169.9447,1296.081512,0,1,0,0,1,0,0,1,0,0,1,0
5386,4,26,30876.58,11.75992,16,1,0,0,1,0,1,0,0,1,1,0,0,1,1,182.4608,5441.933092,0,0,1,0,1,0,0,1,0,0,0,1
6678,1,61,10001.35,10.73158,16,1,0,0,0,0,1,1,0,0,0,0,0,1,0,159.9476,6100.656645,0,0,1,1,0,0,1,0,0,1,0,0
6329,7,88,28216.6,6.474834,15,1,1,1,0,0,1,1,0,0,0,1,0,0,1,137.4698,6150.907768,1,0,0,1,0,0,1,0,0,0,1,0
2518,1,32,67354.4,6.965079,10,2,1,0,0,0,1,1,0,0,0,0,1,0,0,149.9447,2281.632997,0,0,1,0,1,0,1,0,0,1,0,0
7730,2,62,19652.74,6.640434,10,1,1,0,0,0,1,1,0,1,1,0,1,0,1,172.4871,6235.847135,0,0,1,1,0,0,0,0,1,0,1,0
2111,3,44,23646.52,5.512588,14,2,0,0,0,0,1,0,0,1,0,1,1,0,1,172.4441,912.4311552,0,1,0,1,0,0,0,1,0,1,0,0
9989,0,51,25432.25,11.72837,15,3,2,0,1,1,1,0,0,1,0,1,0,0,1,114.9838,4546.313629,1,0,0,1,0,0,0,0,1,1,0,0
7448,0,20,41691.46,14.73499,12,1,1,0,0,0,1,0,1,0,1,0,0,1,0,162.4827,6039.469343,0,1,0,0,1,0,0,1,0,1,0,0
