,Churn
5823,0
4090,0
2407,0
4490,1
4333,0
2283,0
6307,0
5482,0
4396,0
967,1
4442,0
9995,0
9411,0
7488,0
6781,0
5377,0
3339,1
9694,0
3268,0
1881,0
1275,1
2539,0
8048,0
8616,0
7296,0
4409,1
8418,0
4235,0
7307,0
3316,1
5097,0
1731,1
1966,1
5485,0
4089,0
8493,0
995,1
9671,0
4611,1
9163,0
5081,0
2296,0
1732,0
9288,0
3620,0
5760,0
4018,0
9430,0
4348,1
7985,0
5803,0
1226,0
2909,0
7481,0
9022,0
9501,0
8185,0
2532,1
6316,0
275,0
5461,1
9645,0
5927,0
7319,0
6359,0
6210,0
6473,0
6052,0
2846,0
3361,0
328,0
5616,0
9865,1
5821,0
3616,0
8332,0
1590,0
3443,0
7198,0
412,0
2058,0
4516,0
3988,1
2021,0
1831,1
828,0
8232,0
8459,0
4733,1
314,0
2464,0
6494,0
8719,0
2337,0
5539,0
6290,0
550,1
8195,0
5640,1
5066,1
1704,1
6526,0
1336,0
9714,1
9119,0
736,1
7253,0
5782,0
3359,0
3332,1
6579,0
8561,0
1619,1
7074,0
8601,0
1315,0
3422,1
2494,1
464,0
555,0
7295,0
2886,0
1751,1
556,0
5978,0
2644,1
6513,0
9166,0
678,0
2346,0
3815,1
8869,0
4924,1
7582,0
8277,0
383,0
874,1
6737,0
3119,1
6323,0
9957,0
9317,0
8461,0
9660,0
341,0
8763,0
818,0
866,1
2721,0
2233,0
4118,1
2826,0
5909,0
6156,0
7961,0
6047,0
4851,1
9297,0
280,1
2389,1
9611,0
418,0
5483,0
9265,0
2108,0
6234,0
654,1
50,1
1599,0
1825,1
2970,0
8936,0
2085,1
2142,1
2645,1
6212,0
9773,0
9086,0
2167,1
5251,0
6433,0
4460,0
4899,1
1769,0
8856,0
1540,0
5353,0
9478,0
5924,0
5645,0
7955,0
469,0
5634,0
3149,0
452,0
9101,0
8939,0
4131,0
2731,0
5910,0
854,0
7525,0
4536,0
4139,0
229,1
2732,0
7939,0
7383,0
6540,1
5346,0
1156,0
9049,1
4800,0
2244,0
4717,0
9548,0
4545,0
2174,1
7857,1
2315,0
1661,1
1221,1
3413,1
8535,0
716,1
4747,0
3009,0
3348,1
263,0
1979,0
1877,0
7729,0
6282,0
9996,0
1660,0
3036,0
7469,0
5894,0
2404,0
7657,0
9652,0
8739,0
5524,0
4206,0
773,0
2061,0
7405,0
5340,0
5261,0
4164,1
9377,0
5818,0
5085,0
7608,0
5411,0
7630,0
618,0
6465,0
8565,0
5522,0
3298,1
703,1
7236,0
3769,1
3060,1
557,1
8038,0
2165,0
9332,0
1698,0
357,0
9983,0
2574,0
7071,0
6421,0
6425,0
2465,1
7257,0
9094,0
5987,0
9669,0
8599,0
9588,0
948,1
6275,0
9155,0
3511,0
5310,0
3103,1
6413,1
6321,0
407,0
5000,0
5148,0
4021,0
2792,0
9482,0
5300,0
7769,0
6134,0
9788,0
2601,0
6217,0
1506,0
1003,1
9040,0
4269,1
5879,0
6077,0
3797,0
4425,0
1059,1
4455,0
1573,0
129,1
526,1
726,0
3600,0
4196,0
9811,0
7214,0
3299,0
3588,0
3058,1
484,1
1526,0
5859,0
5212,0
4967,1
5243,0
1598,0
5994,0
8674,0
1636,0
2248,1
1291,1
9174,0
6688,0
3984,0
7321,0
5727,0
4855,1
3197,1
2936,1
9937,0
303,1
5012,0
6063,0
5497,1
2827,1
9079,0
1213,1
622,0
1869,0
5532,0
9874,0
8808,0
8615,0
8756,0
632,0
64,0
3430,0
863,1
4218,0
4797,0
3638,1
8372,0
9416,0
3791,0
7016,0
5137,0
8614,0
6985,0
8792,0
3565,0
4226,0
369,1
8025,0
5168,0
6950,0
5515,0
514,1
201,1
5674,0
5953,0
462,1
2587,0
606,0
1545,1
1532,1
8833,0
6488,0
1943,1
7677,0
321,0
488,0
851,1
1233,0
4492,1
4309,0
7557,0
2117,1
719,0
7030,0
2457,1
5904,0
3137,0
2785,1
4935,0
7683,0
9263,0
2789,0
5406,0
5804,0
2701,1
2835,0
8499,0
5330,0
8793,0
3038,0
7365,0
8550,0
611,1
351,0
3353,0
1517,0
5414,1
998,0
8570,0
1587,1
8742,0
6033,0
4445,0
8178,0
5486,0
3483,0
7778,0
1019,0
5531,0
2715,0
17,1
155,0
8209,0
2600,0
6909,0
7823,0
1278,1
9574,0
9705,0
4668,0
6201,0
1327,1
8286,0
1508,0
5671,0
1337,1
2065,1
5126,0
4063,0
4799,0
8534,0
5523,0
4827,1
1287,1
634,1
2408,0
5181,0
3724,1
4403,0
2020,0
7739,0
2010,1
7231,0
2048,0
4239,0
4099,1
2953,0
5733,0
8560,0
5060,0
3442,0
425,1
7004,0
1136,1
7065,0
2733,0
2517,1
3513,0
2892,0
7279,0
7542,0
3375,0
8892,0
1026,1
8566,0
758,1
4773,1
2083,1
2498,0
7636,0
909,1
4986,0
8724,0
4175,0
9447,0
49,0
3421,0
4739,0
3326,1
3909,0
8651,0
242,0
3274,1
1309,0
6812,0
918,0
5788,0
1858,0
8190,0
3376,0
8713,0
9465,0
68,0
3411,0
674,1
6220,0
7119,0
247,0
9873,0
9881,0
7583,0
9268,0
3522,0
4158,0
5845,0
5450,0
1064,0
1989,1
2691,1
1018,1
3779,1
9895,0
5811,0
7799,0
5064,0
3147,0
4524,0
4903,0
2049,1
8415,0
8697,0
7026,0
8450,0
4642,1
273,0
8298,0
9636,0
1973,0
7550,0
2271,1
9241,0
3364,0
8922,0
6546,0
2098,1
3028,0
3675,0
2338,0
8097,0
5020,0
8606,0
2958,0
6554,0
4785,0
2119,1
6242,0
80,1
2581,0
2588,0
9886,0
474,1
9919,0
7140,0
5417,0
7053,0
9406,0
4540,0
6948,0
9649,0
7466,0
8259,0
7607,0
261,1
859,0
1500,0
3383,1
5131,0
1072,0
887,1
2394,0
4823,0
5160,1
1768,0
3247,0
7220,0
4741,1
6654,0
751,1
5641,0
6861,0
1791,1
4633,1
1641,0
2370,1
1985,1
2311,1
7597,0
7019,0
1503,0
9833,0
4498,1
8369,0
4679,0
7967,0
5098,0
9663,0
8657,0
1779,1
8735,0
542,1
8420,0
3659,0
4231,1
2226,1
5412,0
2562,0
33,1
6412,0
4861,0
9805,0
3439,0
1204,0
3580,0
133,1
5792,0
8013,0
8404,0
6714,1
9837,0
2530,1
6978,0
1719,0
9152,0
3682,0
653,1
2343,1
8322,0
1566,0
5292,0
4636,1
9269,0
5652,1
6357,1
8858,0
9337,0
2424,1
5447,0
3704,1
6178,0
794,1
7511,0
1073,1
886,0
4422,1
7512,0
1053,1
3969,0
5809,0
5220,0
888,0
9025,0
914,1
5119,0
2667,0
5789,0
5679,0
1361,1
1351,0
7166,0
9793,0
7063,0
6643,0
9496,0
3547,0
6718,0
311,1
4519,0
3275,1
3488,1
5396,0
7987,0
7541,0
1830,1
2177,0
2636,1
497,1
7219,0
6401,0
4962,1
3958,0
2881,1
465,1
5443,0
1346,0
3234,0
721,1
3640,1
5250,0
3140,0
3337,0
6746,0
9638,1
1101,0
109,1
2660,0
6733,0
4761,1
6853,0
7602,0
1749,1
4491,1
2476,1
2433,1
185,0
8112,0
147,0
830,0
6180,0
1447,1
1342,1
2515,0
6005,0
3209,1
5795,0
7313,0
6270,0
2133,0
4116,1
1923,0
4550,0
885,0
2256,0
6206,0
507,0
3232,0
2157,1
2689,1
7137,0
5270,0
5526,0
3569,0
877,1
2641,0
5158,0
1182,0
4961,1
5908,0
156,1
7394,0
1484,0
8942,0
7986,0
2307,1
6820,1
6064,0
8853,0
6121,0
7379,0
6682,0
5501,0
5291,0
7615,0
1103,0
4889,1
6906,1
6547,0
4721,0
3821,1
4780,1
608,1
8256,0
4786,1
9136,0
1644,1
7843,0
1407,1
5326,0
1561,1
9361,0
826,1
1628,0
4844,1
8583,0
4358,1
7233,0
6500,0
3393,1
6327,0
7215,0
3625,1
5306,0
4630,0
1076,0
9164,0
6941,0
2998,0
9362,0
1402,1
2707,1
4931,1
291,0
3946,1
718,1
4821,1
4384,1
4652,0
3965,0
2654,0
6727,0
3109,0
472,0
644,1
543,1
4544,0
4737,0
7898,0
6691,0
6891,0
7046,0
579,0
1992,0
5356,0
2266,0
1357,1
2237,0
6149,0
741,0
8851,0
7503,1
5047,0
9349,0
9234,0
3018,0
8538,0
9975,0
9271,0
2676,0
5693,0
5509,0
604,0
8941,0
7470,0
4288,0
1781,0
4694,0
5829,0
9689,0
9253,0
737,1
9896,0
4291,1
4946,1
5725,0
5413,0
9113,0
661,0
5094,0
6265,0
9218,0
1624,1
8088,0
2185,0
9925,0
978,0
5663,0
6753,0
924,0
2380,0
4591,1
9779,0
2292,0
6249,0
5595,0
6124,0
3875,1
5244,1
3084,0
6536,0
639,1
3604,0
5080,0
1392,1
6078,0
4618,1
5061,0
8495,0
7007,0
4706,0
5014,0
5585,0
7800,0
5882,1
9810,0
2801,1
9372,0
4416,0
380,0
2411,0
6505,0
7855,0
9299,0
4352,0
9675,0
958,0
4991,0
8494,0
9027,0
7554,0
96,0
5369,0
6871,0
6805,0
4414,1
4581,1
6707,0
7110,0
2336,1
3243,0
5802,0
8335,0
3128,1
3415,1
9630,0
5068,0
1042,0
3230,0
7304,0
3544,0
4928,1
5807,0
970,0
6267,0
6346,0
5544,0
6354,0
9549,1
686,0
1611,0
9560,0
9516,0
7336,0
6199,0
6543,0
8891,0
9595,1
7860,0
7705,0
2656,0
7622,0
8321,0
4994,0
9890,0
7380,0
9439,0
3203,0
477,0
2637,0
2436,1
1885,1
3695,1
9421,0
5815,0
111,1
6447,0
1308,0
6710,0
3510,1
9797,0
9736,0
7893,0
8349,0
9892,1
164,1
3619,1
6904,0
8220,0
1007,0
1441,0
4923,0
3366,0
4996,1
7131,0
9526,0
7875,0
6537,0
5170,0
4441,1
7242,0
3081,1
2972,0
1546,1
2767,1
3700,1
6332,0
200,1
7905,0
402,0
4960,1
4788,1
5738,0
8658,0
2659,1
4395,1
518,0
1062,1
7325,0
7229,0
2921,0
4278,0
7594,0
228,1
2162,1
985,1
8319,0
9357,0
6711,0
1957,1
5757,0
2531,1
1333,1
5866,0
6244,0
9973,0
1405,1
1382,0
3502,0
7863,0
6980,0
5055,0
4501,1
1427,1
6616,0
6506,0
3713,1
9123,0
3626,1
5808,0
4026,1
3655,0
5173,0
316,1
6854,0
9254,0
1158,0
2459,0
5415,0
6611,0
296,0
2253,0
5800,0
9098,0
8581,0
110,0
1196,0
8641,0
8758,0
6828,0
4934,1
3207,1
7742,0
8720,0
8559,0
6261,0
6969,0
8287,0
7629,0
4975,0
9442,0
8480,0
670,1
9933,0
8633,0
5258,0
7970,0
3829,0
6415,0
8729,0
1928,0
803,0
8398,0
4926,1
4390,1
6855,0
3214,0
6937,0
2929,0
7416,0
5242,0
4502,1
3433,0
3642,0
2379,1
1488,1
9832,0
3596,1
9393,0
4521,0
5851,0
1047,1
7368,0
3335,0
3647,1
1666,1
5022,0
1990,1
8727,0
4842,1
4179,0
1235,0
6187,0
9525,0
6605,0
5308,0
9775,0
7828,0
6551,0
7135,0
2037,1
458,0
3283,0
6491,0
2675,1
2766,1
617,1
2774,0
7811,0
8197,0
3585,1
1350,0
154,0
5420,0
1651,0
8521,1
4565,1
1759,1
4984,0
5344,0
2917,0
2212,0
1317,0
4745,1
3754,0
1231,1
9161,0
1938,1
545,0
5624,0
14,1
956,0
3699,0
1004,1
3948,0
790,1
3090,0
9944,0
7989,0
9592,0
5937,0
1657,0
6467,0
1683,1
6921,0
8775,0
9532,0
3024,1
5107,0
5189,0
343,1
7702,0
8852,0
9471,0
3692,1
115,0
1934,1
7708,0
1497,1
3451,1
4402,0
8074,0
7795,0
6069,0
4378,0
528,0
4970,0
2175,0
370,0
3045,1
8001,0
7735,0
7530,0
5048,0
3296,1
5086,0
6239,0
574,1
4782,0
3828,0
6865,0
3918,1
6738,0
3096,0
793,1
839,0
7858,0
9266,0
6157,0
8554,0
333,0
4160,1
4308,1
1413,0
384,1
5339,0
8552,0
9767,0
7624,0
9506,0
1975,0
5694,0
5926,0
4059,1
5963,0
7738,0
2264,0
76,1
6669,0
6325,0
5654,0
7323,0
1839,0
5567,1
9135,0
4939,0
1600,0
4713,0
6427,0
1870,1
3196,0
8257,0
3533,1
1802,0
6724,0
2070,1
7814,0
6043,0
929,0
5389,0
7136,0
5272,0
3176,1
8672,0
4166,1
2017,1
7360,0
9627,0
1360,1
5367,0
4316,0
491,1
925,1
5187,0
7552,0
2684,0
3423,0
8238,0
5091,0
1429,1
4575,1
3789,1
7856,0
6740,0
5498,0
850,1
9719,0
2378,1
4831,0
9497,0
8904,0
6337,0
7820,0
3509,0
6118,1
3528,1
6567,1
1424,0
5575,0
8839,0
6448,0
7534,0
4526,1
4549,1
8847,0
4376,1
2068,0
7962,0
4641,0
8511,0
6641,0
7596,0
7080,0
9909,0
1141,1
696,1
4968,0
4557,1
6166,0
1193,1
944,1
993,0
208,1
116,0
2140,0
4763,1
8056,0
7817,0
9344,1
8586,0
3057,0
7477,0
2557,0
8186,0
2878,0
7569,0
1206,0
5554,0
8474,0
3458,0
6268,0
4195,1
8409,0
2918,0
4783,0
5568,0
7142,0
6073,1
6866,0
7915,0
9959,0
2429,1
5499,0
8466,1
4814,0
1070,0
5239,1
1036,0
2625,0
3552,0
4281,0
9445,0
5970,0
5316,0
3074,1
1039,1
8734,0
2046,1
8320,0
4528,0
7995,0
3589,1
2960,0
6122,0
1457,1
9885,0
5661,0
6519,1
5355,0
3826,0
3858,0
2722,0
4947,1
6277,0
6620,0
4815,0
9866,0
2063,0
8000,0
6183,0
3208,1
625,1
1603,0
6292,0
6771,0
5724,0
6152,0
9474,0
3558,0
9746,0
4389,0
6885,0
3897,0
6446,0
3117,1
6895,0
1482,1
3597,0
5759,0
714,0
3206,0
2487,1
6666,0
8496,0
3007,0
8041,0
8382,0
6372,0
2841,0
3523,0
6913,0
4847,0
1390,0
7022,0
1089,1
3857,0
120,0
1011,0
2756,0
9410,0
8040,0
9276,0
1044,1
5152,0
4156,1
9364,0
3145,1
5837,1
4833,1
8125,0
9325,0
2750,1
1227,0
7761,0
323,0
1850,1
3689,1
3012,0
7034,0
8957,0
5224,0
6057,0
8164,0
5241,0
7059,0
2319,0
5816,1
6090,0
6705,0
2024,0
8983,0
7618,0
7346,0
663,1
1205,1
4892,1
9061,0
8897,0
175,1
222,1
6348,0
5295,0
3240,1
6600,0
2679,1
1356,1
8333,1
7411,0
9653,0
6233,0
6899,0
5865,0
4691,1
8887,0
4447,1
7289,0
4732,1
4778,0
5327,0
4276,1
5495,0
940,1
6681,0
7722,0
2815,0
4191,1
2903,1
8296,0
2583,1
7452,0
3064,0
5093,0
8058,0
8337,0
672,0
9290,0
2831,0
8392,0
3681,1
6398,0
1880,1
7793,0
9708,0
1654,1
9963,0
5070,0
881,1
6250,0
6407,0
1087,1
7389,0
7670,0
7586,0
3866,0
4940,1
7764,0
238,0
4992,0
1423,1
3487,0
2880,0
3982,0
48,0
5876,0
4180,1
3934,1
7954,0
1665,1
8956,1
9834,0
3786,0
2084,1
9320,0
2156,0
5643,0
1667,0
734,0
8783,0
6362,0
986,1
9910,0
2933,1
3520,0
3194,1
2883,0
9418,0
6601,0
8371,0
2607,1
9080,0
1953,1
7982,0
5418,0
582,0
7869,0
8282,0
5956,0
8934,0
9000,0
801,1
3751,0
2575,0
6998,0
6117,0
2821,0
6953,0
7035,0
6397,0
6308,0
4943,0
5371,0
8914,0
1387,0
2320,0
7699,0
5607,0
9145,0
6169,0
5253,0
4886,1
3835,1
9498,0
4207,0
5154,0
7885,0
7052,0
8660,0
1792,1
9433,0
5681,0
9519,0
8765,0
1208,0
5739,0
9485,0
2708,1
6975,0
1972,1
7964,0
5573,0
6402,0
209,0
899,0
5141,0
7613,0
6352,0
4592,0
2956,0
7865,0
5265,0
9926,0
6068,0
2867,1
6717,0
259,1
4428,1
9261,0
3288,0
6288,0
8222,0
1040,1
5785,0
7789,0
6132,0
7213,0
3911,1
9970,0
3702,1
8233,0
2650,0
7884,0
4393,0
158,1
5993,0
2526,1
8076,0
3981,0
1915,1
6893,0
121,1
8689,1
5090,0
546,1
789,1
8383,0
3408,1
6518,0
6584,0
651,0
9087,0
9940,0
1820,0
6240,0
2971,1
6685,0
1875,0
8849,0
7491,0
9470,0
3248,1
8264,0
91,1
2541,1
2945,1
7412,0
6956,0
2852,1
5286,0
1133,1
148,1
6160,0
5529,0
9057,0
4859,1
1323,0
9521,0
8484,0
619,0
6552,0
4329,0
5449,0
6833,0
5102,1
5923,0
6973,0
7518,0
2565,0
3868,0
2413,0
212,0
5687,0
880,0
9829,0
7097,0
2282,0
5198,0
8475,0
707,1
9378,1
7639,0
127,0
3292,1
3391,0
8819,0
3615,1
2357,0
6804,0
146,1
8944,0
9641,0
2813,0
67,1
1504,0
6961,0
2712,1
744,0
6151,0
813,1
7269,0
4015,0
7517,1
7314,0
3592,1
2062,0
2854,1
1892,1
3216,1
3138,1
4440,0
8248,0
7228,0
7322,0
537,0
541,0
757,1
4213,0
658,1
2107,1
7562,1
6487,0
8725,0
5184,0
4143,0
2603,0
4818,0
7873,0
6324,0
1507,0
5376,0
1689,1
8438,0
5475,0
9571,0
1717,1
9256,0
9692,0
1481,1
4301,0
3323,1
8627,0
2479,1
2582,0
9279,0
3067,0
6018,0
163,1
3089,1
8695,0
2302,1
4136,0
2489,1
4430,1
6243,0
6550,1
8465,0
7876,1
4251,1
942,1
6835,0
9038,0
6599,0
8100,0
8155,0
4918,1
7707,1
1963,0
5273,0
8292,0
2003,1
9250,0
2975,0
192,1
2309,0
7978,0
3842,1
8800,0
87,1
894,0
6625,0
7807,0
6096,0
307,0
8622,0
9567,0
8707,0
3220,1
1998,0
1406,0
8795,0
9596,0
9449,0
6626,0
2905,0
5903,0
4966,1
2538,0
5855,0
4624,0
5125,0
7320,0
4594,0
4242,0
9851,0
7765,0
7516,1
2655,1
3913,0
5162,0
4956,0
2421,1
2858,1
7697,0
4758,0
3709,0
5552,0
7973,0
2896,1
7366,0
2678,0
7519,0
8482,0
7261,0
4979,1
3904,1
8368,0
8595,0
567,0
6583,0
6190,0
1565,0
5134,0
4912,1
8767,0
137,0
3825,0
7168,0
4754,1
2682,0
4151,0
8230,0
6736,0
9774,0
1630,0
8084,0
3920,1
4360,1
54,1
8177,0
975,0
2877,0
566,0
3493,1
3255,0
1574,0
151,0
2120,0
2615,0
3526,1
119,1
5019,0
5058,0
3584,0
5161,0
8011,1
6987,0
5005,0
9845,0
3614,1
8569,0
8430,0
8859,0
5537,0
8143,0
6651,0
3553,0
7403,0
496,1
4113,0
9729,1
8594,0
3043,1
722,0
6916,0
5087,0
1099,1
429,0
3752,0
1635,1
2468,1
2624,1
1090,0
4324,1
3281,1
3729,1
5246,0
1428,0
2009,1
3172,1
4599,0
2783,0
9129,0
2103,0
7577,0
404,0
1268,1
7108,0
5735,0
5312,0
5858,0
6769,1
4585,0
4729,1
6995,0
7506,0
190,0
2099,1
1211,1
7291,0
3753,1
1703,1
2524,1
9298,1
1509,0
6291,0
5974,0
6146,0
7246,1
745,1
6883,0
4040,0
1834,0
558,1
181,1
8063,0
1106,1
7673,0
7414,0
3846,0
7553,0
9753,0
2784,0
1216,0
4274,0
8009,0
1932,1
6281,0
3221,0
7244,0
165,0
4307,0
9132,0
2804,1
3055,1
5491,0
3910,0
4104,0
6484,0
9060,0
7223,0
4997,0
9456,0
2007,1
4503,0
8994,0
8469,0
9528,0
6965,0
338,0
6949,0
6680,0
3967,1
3994,0
7871,0
3800,0
5053,0
224,1
1250,0
3027,1
3983,0
331,1
2038,0
5806,0
2192,1
3574,1
3083,1
4974,0
6943,1
3429,1
4475,1
2191,0
7391,0
421,0
4751,1
3731,0
8810,0
3004,1
8924,0
5656,1
8359,0
5430,0
4224,1
8402,0
5254,0
4718,1
274,0
9590,0
6570,0
302,1
3586,1
2725,1
313,0
5479,0
3392,1
7283,0
6842,0
7692,1
6565,0
9720,0
7766,0
5511,0
6976,0
294,1
5030,0
7076,0
7195,0
8723,0
8537,0
4639,1
3548,1
1539,0
4386,0
4760,0
8507,0
9020,0
6702,0
88,1
960,1
9657,0
6873,0
5017,0
4958,1
5117,0
2247,0
9698,0
6230,0
2694,0
4363,1
2563,0
9121,0
6353,0
9367,0
5219,0
9370,0
9479,0
5983,0
5730,0
7382,0
1341,1
8384,0
8597,0
1173,0
4174,1
4860,0
6088,0
8637,0
8888,0
3321,0
1217,0
7571,0
8970,0
8092,0
5454,0
5945,0
7927,0
4816,1
3046,1
4331,1
6432,0
8460,0
6773,0
9106,0
8558,0
2695,0
5623,0
7048,0
4216,0
8920,0
2916,0
9196,0
4127,1
2402,0
9262,0
3658,1
5720,0
3071,0
4525,0
9654,0
1851,0
4356,0
8089,0
8022,0
7632,0
6986,0
6696,0
2748,0
7930,0
2606,1
5466,0
2444,1
2445,0
3667,0
8124,0
3949,0
8608,0
7373,0
6936,0
5796,0
8607,0
90,1
3086,1
4047,1
4043,0
9798,0
5052,0
2228,1
8397,0
2773,0
6591,0
7616,0
8485,0
8098,0
6091,1
3199,0
8472,0
5186,0
9205,0
3770,1
6254,0
6120,0
5980,0
8476,0
6541,0
2208,1
8200,0
955,1
392,1
7364,0
6933,0
1410,1
2082,1
8361,0
7209,0
9176,0
3923,1
5456,0
7453,0
2617,0
4215,1
7656,0
7763,0
3645,0
9376,0
3851,1
7546,0
1230,0
9870,0
8547,0
6046,0
7432,0
7164,0
4020,1
2745,1
5867,1
3066,1
4199,0
5965,0
8272,0
8976,0
1871,0
6468,0
2263,0
1960,0
5911,0
3652,0
5260,0
7894,0
6279,0
1761,0
1900,1
8716,0
7207,0
7482,0
538,0
9130,0
3834,1
3776,0
5668,1
7520,0
28,1
3865,0
2648,0
3606,0
1718,0
9195,0
9679,0
4270,1
3747,1
4988,1
1074,1
2919,0
2036,1
8231,0
7462,0
6445,0
9935,1
6776,0
1214,0
3613,1
6655,0
8745,0
7646,0
4408,1
211,0
5183,1
706,0
3622,1
3436,0
3939,1
9001,0
4764,0
9992,0
2434,0
5011,0
9059,0
4100,0
1067,0
8208,0
788,0
9437,0
4295,1
3088,0
2822,1
4438,1
36,1
7588,0
8981,0
4479,1
8863,0
1872,1
3077,1
2450,0
4150,0
4264,0
8305,0
8844,0
6012,0
6385,0
4144,0
7755,0
3559,0
7020,0
7896,0
4304,0
2507,0
8688,0
1549,1
811,0
4708,0
9863,0
6623,0
8441,0
4244,1
8240,0
7385,0
8712,0
6173,0
738,0
6391,0
9213,0
4234,1
2000,1
7642,0
9842,0
9199,0
5123,0
9405,0
2316,1
7006,0
1848,1
2317,1
4647,0
6779,0
1713,1
5774,0
3664,0
6713,0
391,1
5711,0
1616,0
7081,0
9392,0
3550,0
7844,0
5670,0
7088,0
1931,0
7202,0
7152,0
1956,0
1319,1
2067,0
2935,0
3496,1
2224,1
2213,0
7515,0
4292,1
3571,0
4876,1
5217,0
2293,0
436,0
3072,0
6439,0
5857,0
4488,1
7710,0
9511,0
6524,0
1682,1
7369,0
1525,0
1127,0
2844,1
9303,0
5510,0
3153,1
7479,0
6452,0
1801,1
5374,0
4985,1
3878,1
7001,0
3977,1
9426,0
5750,0
254,1
6977,0
4185,1
4539,0
5503,0
4189,0
6792,0
8083,0
5527,0
2147,0
517,0
6798,0
3843,1
2939,0
9803,0
2452,1
1218,1
2414,1
897,0
4982,0
8556,0
8812,0
8880,0
9398,0
976,1
2681,0
896,0
8026,0
3759,0
2577,1
9013,1
3492,1
8111,0
7226,0
1396,1
5600,0
5722,0
4902,1
5440,0
4459,0
7924,0
7737,0
1354,1
6556,0
6140,0
5664,0
57,0
8301,0
7759,0
174,0
9043,0
1756,1
1758,1
8805,0
5944,0
6922,0
4253,0
8779,0
6028,0
3118,1
481,1
9570,0
4277,1
1757,1
3063,1
8927,0
8096,0
8116,0
5199,0
1068,1
1364,1
3257,1
2578,1
6589,0
2383,0
8110,0
1659,0
5004,0
4699,1
2666,1
5713,0
393,1
5775,0
8201,0
9237,1
2308,1
2223,0
9052,0
8004,0
204,0
6184,0
4030,1
3771,1
6609,0
1528,1
9772,0
455,1
5541,1
5384,0
3677,0
3976,1
3501,1
7997,0
9711,0
7014,0
277,0
6367,0
218,0
2463,0
5216,0
1950,1
4674,1
7853,0
1739,1
27,1
8683,0
1199,0
5144,0
2964,0
6827,0
3741,1
3919,1
9151,0
3135,0
2544,0
7638,0
3568,0
4576,1
1446,0
763,0
6010,0
4137,0
1353,0
2206,0
300,0
7537,0
6382,0
9931,0
4011,0
7439,0
5257,1
9702,0
4538,1
6338,0
1252,0
3048,1
7370,0
7171,0
1037,0
6896,0
8854,0
5428,0
4339,1
8413,0
2622,0
122,0
9356,0
9976,0
3440,1
4700,1
9495,0
7899,0
3107,0
4214,1
9085,0
5171,0
8802,0
4192,0
3894,0
4217,0
8266,0
8192,0
5289,0
2144,1
7055,0
6434,0
5878,0
3839,0
1780,1
6712,0
9078,0
5147,0
5457,0
8530,0
5238,0
2420,0
7194,0
5635,0
610,1
7248,0
8385,0
1331,1
6884,0
6588,0
1672,1
4221,0
4115,0
7158,0
3541,0
4003,0
7505,0
7509,0
289,0
1256,1
3486,1
8442,1
