,Tenure
6384,52.68582
7883,63.58391
2930,5.656086
1547,1.934171569
3385,12.15758
7291,61.9635
6809,71.4249
4989,6.984409
2219,25.69631
263,10.23679934
8916,66.22321
5820,66.70369
7248,53.9154
2917,21.06329
6620,66.58209
9847,66.15837
4339,13.21733
7208,63.69034
4004,2.198687
6496,57.83255
4657,7.019257
395,8.951793883
7315,63.7669
2150,5.099454
4574,31.79027
7879,56.84758
2782,6.30655
9800,70.64245
9631,50.74296
7079,61.03116
8666,67.91936
8648,70.89862
9113,71.86794
4535,18.07558
1796,14.42671843
4305,20.10599
9326,64.05063
550,5.915247686
2456,1.293544
1294,8.343625652
4400,10.35635
6237,46.1155
1792,1.796607335
4497,12.2964
4216,5.527407
5275,43.1183
75,5.43464555
9295,64.87699
5158,68.76541
3427,4.075856
2350,20.43277
3857,34.49234
7899,54.396
5010,63.77246
6862,50.87987
213,19.83504645
6700,51.58781
8676,49.11678
4357,23.55037
6179,51.34296
2569,3.765838
9542,61.78618
7334,70.32404
9354,66.78251
5121,62.76356
2576,6.960522
9687,61.53436
6207,51.63534
5518,67.16512
124,7.992791229
3302,7.006647
7755,58.30226
1996,14.91152829
8358,59.49864
472,4.135515169
5617,55.31656
406,32.30772134
3303,14.56261
8304,52.1213
8838,51.67488
4244,3.984772
9302,62.45252
4366,11.07238
3428,4.741795
3223,1.862828
7371,61.45515
637,24.39432985
1114,8.691329205
692,18.92157073
4766,4.370713
7051,57.857
240,20.35456039
3129,2.048055
9930,61.46622
677,5.506476096
5650,67.1766
5352,51.28687
7758,61.20291
1433,2.256763731
5526,68.68481
9018,64.49231
4317,11.12611
7521,70.15014
4764,3.770144
2934,4.278907
5539,59.6877
4603,11.3031
3134,9.389883
5653,41.94323
6108,55.42423
8104,59.9106
5481,49.8342
9805,64.15677
6975,68.96214
2187,7.675218
6001,70.62164
9979,58.11897
8908,71.21292
7262,70.6573
8737,60.77384
7389,66.72374
6624,57.87826
3184,13.51008
7778,61.70332
2537,1.025579
403,3.084376591
6754,68.60299
5759,66.05097
1722,2.699998442
1744,7.772523197
498,16.88097916
3576,12.95912
762,11.48773622
9890,60.5753
8198,62.71338
7476,67.97118
4079,3.80496
8215,63.79124
5095,67.56096
4185,7.27652
9791,70.18048
6633,37.11912
4702,11.739
2761,2.210399
1027,4.303849456
4053,8.635904
3764,4.610249
9129,54.22814
5504,61.38844
6892,64.88325
2474,2.464275
2311,3.112447
8864,70.19945
3573,12.90094
9216,53.27554
7991,63.20163
3647,20.87125
2245,2.734669
9621,56.16716
9048,67.57013
2114,7.831744
1124,2.072317222
6304,68.17349
9886,67.063
8900,56.32657
968,2.380500918
8028,67.86253
9207,53.01595
8115,57.16367
1085,17.48396291
5698,51.61804
2424,3.664542
601,2.437089876
7570,60.69402
7137,52.48944
4799,15.62643
6120,50.22175
2735,7.923777
4786,21.39532
872,2.704019894
6819,65.11023
4911,6.135015
4115,9.710957
9803,63.4564
577,3.998433243
6419,61.9981
157,5.969967132
5818,67.90183
5657,71.9056
5314,60.11333
8595,65.12634
8078,58.73351
5597,48.29494
1991,5.412980331
1835,16.00167972
9840,67.69557
3859,6.072026
6472,67.73639
6348,46.08155
1121,3.147892285
2090,22.04122
2074,2.499923
7747,43.45813
372,22.33583015
2903,7.467093
6190,68.14401
6543,40.87895
9869,41.72903
4861,10.18273
4094,5.951276
6864,61.13547
225,9.999416271
2191,7.109947
1574,2.722761372
2560,4.984918
5042,65.90363
9936,52.07771
2139,3.362461
5986,50.69944
3088,20.72068
6415,59.95075
7902,67.58811
6852,70.62716
5651,61.91778
2066,22.37984
967,5.566520625
4745,13.85859
794,4.933319572
109,9.473091121
4934,2.184299
5144,56.12834
1503,6.22226629
6314,48.25774
2900,11.26136
2505,5.585004
4519,22.28926
5357,68.72852
3728,4.078283
4955,19.52917
1382,4.891651665
313,8.892893007
6081,44.49898
749,22.39935475
8286,71.44569
3535,5.886852
3194,8.373701
6166,68.33092
91,13.85488928
8150,55.31399
8962,58.82987
2688,15.51392
4884,17.58224
6777,54.91727
4597,2.507107
5702,61.78729
8556,66.74968
8415,63.96033
7937,65.84668
9561,55.88547
8341,40.78534
6957,60.22003
6718,48.84202
1961,8.205103396
8713,58.46541
3789,2.555762
3832,9.724026
4257,1.31809
3257,10.47789
7550,69.97129
9598,61.52544
6381,60.91248
1203,9.676963031
5328,54.3819
1510,19.43430735
8686,59.1268
7772,61.70653
8191,56.56411
8223,60.7968
6072,66.34669
4744,17.88722
4605,1.877939
2290,6.002744
4351,7.969762
3737,17.02059
1447,4.843533662
5829,62.04916
5672,71.04194
5664,54.8774
2144,1.375567
9246,50.79108
1895,15.73628072
3157,3.589597
259,6.549035393
2589,1.393262
2237,2.493434
7595,68.64269
5257,54.11264
4106,11.75829
354,14.12966281
2996,2.1782
6490,68.47895
2099,10.48149
5727,50.42623
8067,67.98943
8005,70.42914
4768,10.62816
2011,20.16124
2612,14.86158
9340,59.6499
4952,4.73307
4987,13.288
6465,57.01834
7089,67.07059
3226,2.339183
585,9.232644617
9460,57.25068
8184,67.63205
9513,48.24148
3123,1.598975
9411,49.04173
432,2.644787483
5860,48.44746
3961,4.01663
5351,60.09421
3844,2.93932
2206,3.990716
9522,60.33663
4587,3.080084
2461,5.9717
8601,59.16197
304,16.84928353
1130,1.845003373
610,12.3848312
3864,16.22349
8917,42.07751
2381,7.749595
1387,12.48678964
3831,6.209949
4895,6.597117
1984,6.12261616
1119,1.214622014
9976,67.57609
9668,50.58015
7503,50.7426
3896,8.386574
4845,2.924951
8542,45.75297
5503,48.03427
2057,31.32024
6641,69.53494
6291,68.60055
4215,5.540815
4207,11.66425
3801,18.76931
283,11.58276897
3294,8.322733
4526,1.692565
6201,44.16108
927,6.434280902
4070,8.839856
854,8.802527803
5649,71.71986
2267,25.32558
7084,63.43629
1544,2.701548767
3958,6.162825
1026,12.43358232
7277,69.01347
7158,68.93442
1364,2.876901531
3082,2.168042
1112,10.30304569
6018,52.07024
4350,5.402848
1815,15.12645563
3684,20.86192
5554,48.35393
1534,11.48699577
7978,60.96912
5325,67.24986
5753,59.71663
7275,63.23545
4043,15.09343
4774,4.043292
9745,48.99944
4880,6.398242
8052,68.90677
5271,67.33169
7759,48.89289
6974,65.04127
937,4.906579535
8712,66.00509
4973,11.94546
1608,10.87372395
9360,70.92476
9036,68.22677
1872,2.231526082
4428,12.44495
5546,60.9767
9156,61.49796
8161,65.2908
6729,63.08587
9317,67.22133
8762,62.53352
4038,1.25577
2673,16.5852
6352,64.32344
2724,1.796113
9132,68.09161
5004,58.30317
7040,43.34462
7856,66.36071
7850,66.01153
7456,40.50993
6607,70.76841
2656,6.652608
882,2.463011656
7053,71.61852
4311,3.260154
2442,2.420905
6682,50.4403
7949,67.8068
398,10.90397471
4746,23.59578
1377,14.05740045
9153,65.52
3998,6.053801
2383,9.288851
2808,14.7867
8185,70.03794
4297,8.172776
4663,10.76731
2370,6.84336
7731,46.98814
7490,56.37209
8970,43.52477
9524,67.67761
6880,59.78343
267,11.04076215
2532,8.457034
9913,64.56596
1715,9.324505434
8346,67.49463
2058,21.03542
7254,66.54966
5914,51.83337
9584,63.37652
8924,43.98704
9638,68.37019
9573,61.32712
9101,42.12085
5520,62.85596
7576,65.14224
4575,7.84461
7948,68.53399
5787,44.02354
8767,69.59341
4638,13.16047
7654,63.90452
772,8.446160069
7036,60.88815
6356,71.79316
609,4.440328327
6308,59.42279
8279,69.70982
1091,18.97328429
7613,68.78714
8513,43.02146
4443,12.45303
6878,69.38285
5113,52.88029
3980,5.614935
9026,59.48026
867,5.62805389
6574,60.36626
3311,7.010649
5118,42.36211
4924,7.704074
866,5.541384803
8418,70.59181
4692,14.58336
1029,6.339774346
7839,54.12731
6104,68.15887
4414,8.324816
1967,7.98560378
9834,57.56332
1913,3.005659256
768,6.541066702
4271,2.337769
6897,70.43382
8282,52.58546
380,32.0730133
6315,59.48902
4732,10.15649
4898,4.795038
4947,4.171617
1191,6.691537735
4019,7.368353
5769,54.76926
3351,5.179771
932,4.816592997
8503,55.02676
4221,3.542704
8959,69.72684
6731,58.90864
3503,1.740498
5691,57.50491
355,14.66914461
9174,63.71215
5201,66.85703
4295,19.48354
9964,70.2982
2085,17.08264
2498,5.714937
4224,14.91353
2447,19.06753
8319,66.44706
4458,3.575214
6907,63.25532
2264,4.719731
4164,8.596278
2067,9.061231
7813,71.78213
6200,62.43544
5543,45.18454
4035,20.21413
788,9.322934248
9293,65.12042
6550,52.55226
1293,4.269258862
673,15.92219451
2886,13.49323
9956,58.40629
3867,18.76373
1071,11.18792763
1739,17.34018575
2956,7.845114
6812,64.88617
9286,48.66437
6673,48.19847
6012,63.31259
6091,45.62317
4275,5.321365
1104,15.40849216
851,26.01552533
2671,3.700985
1299,4.845060681
2572,7.35817
9966,61.28212
8866,42.02106
1533,14.92730216
4107,3.346632
1084,8.458121948
476,13.82188875
5704,63.06195
2899,12.23126
2718,1.13143
495,8.573785357
3197,11.93299
3609,10.92718
2821,7.837878
4489,2.147261
2966,13.16571
3765,16.69091
459,11.92300936
3024,7.342789
8560,64.02401
3568,8.631838
9080,62.84987
3720,5.315954
1144,12.81011786
8144,53.19577
3147,9.075014
5408,67.64041
4716,12.13697
5895,66.52284
5002,61.5999
7096,55.93837
4202,2.885895
5988,71.66334
3232,4.527649
4385,10.03914
2020,11.42056
2140,8.394454
4863,12.9765
2469,13.85176
4037,1.479514
769,4.332134531
2670,15.06815
143,5.15825129
3682,4.560311
2715,25.68869
294,12.42120946
7417,38.36776
1546,16.68190528
9292,69.71137
4607,24.69325
3164,15.12639
2026,4.510318
1123,1.456262249
2870,3.612294
1055,8.713385365
6644,61.79083
3733,7.488398
5510,63.96491
6506,69.04134
2366,1.582585
1497,5.497366828
9425,71.94719
9281,70.95851
4709,2.323179
5788,63.66434
1748,15.08846657
2524,2.067128
2124,16.85088
2419,9.119628
4034,25.43027
1340,2.834098048
3151,10.44121
7379,51.83423
3275,1.764563
1611,4.448210386
3251,5.875553
9558,60.7205
5330,63.44795
7396,70.02963
8857,55.48531
6227,67.13541
265,23.79323993
7429,47.91529
1541,1.897261446
478,12.9401487
8699,37.10779
6385,65.67297
5790,70.17488
721,4.800346852
524,1.502124145
2388,9.388962
8920,70.66533
5776,63.45489
2953,9.040057
543,14.71424943
6696,58.85612
7114,70.41132
5175,60.46007
6226,42.94126
983,12.51401968
1407,17.01228541
7695,57.70698
7130,70.20428
9208,57.80772
998,4.952763872
616,3.484000437
7905,62.2937
3178,16.31066
6962,43.13392
6079,56.24027
22,6.652298992
2272,6.403857
1884,3.386665328
132,8.574901206
4720,4.685087
9806,65.54203
920,12.81881129
6904,62.03353
2630,1.37258
9006,58.23259
6083,40.77723
2439,6.446079
940,5.915225146
4479,2.005733
4634,12.65954
1362,20.96092159
2970,6.842584
9435,68.00653
3500,19.56364
3839,12.31648
7861,57.55841
9839,65.07998
9297,64.40902
4899,4.377435
299,7.62779591
6737,60.85062
2835,12.57563
4622,3.27379
4559,21.07565
2895,12.89076
7943,41.54053
363,12.29558653
5273,43.3907
3714,19.2087
4637,10.97775
3360,15.65432
4018,19.70995
3463,3.648755
4077,1.426775
4304,4.661936
9777,62.6698
4961,5.461422
7649,58.76049
8103,61.16472
7586,56.90458
2054,2.654262
9517,54.89306
8047,66.49538
7361,63.42517
8834,71.59439
2416,5.706255
6002,63.92945
9807,70.52617
3419,5.927239
4595,6.905799
2848,8.306218
7895,53.61209
6521,42.82228
5533,69.78436
3753,7.646165
8722,59.94097
667,2.216583602
9997,47.41689
4830,6.088456
613,2.62036784
479,4.957713222
1765,1.042724425
8408,64.08859
9739,41.98389
6625,63.41268
9103,54.7709
4180,12.3548
6913,52.62406
5429,71.52256
6396,48.52168
7121,53.66352
8116,63.71108
8848,64.56029
5694,63.15946
725,9.820011726
7562,41.90646
7676,71.81426
107,13.08671185
7680,69.97649
5119,69.86769
5461,58.23726
3540,10.06945
3109,6.725815
1076,10.03360917
5374,63.2816
7139,69.99569
2579,18.32904
5390,59.50718
9206,56.96287
5804,69.74139
5458,55.26536
1368,5.146834768
5264,60.55602
6937,64.4649
4242,6.470869
864,3.414733275
6310,63.87447
3340,18.62057
6360,46.37208
5327,52.71096
2663,4.469398
5301,45.03776
2779,12.95415
5466,68.90613
9711,64.33534
8680,67.73415
5061,51.20818
4399,10.44433
6744,52.0883
3486,8.351399
4762,5.506063
5756,47.43916
224,6.945736396
1521,1.19808324
1106,6.867358844
512,1.542556879
5361,54.10768
6708,67.65272
4584,5.933094
2443,2.608423
5446,53.34625
9459,58.87612
4890,6.495239
6843,71.39564
8990,67.01837
6022,54.35016
3675,33.6803
3291,7.603445
1802,2.932159225
8717,50.72837
2321,7.458099
1498,4.955415304
806,7.748288711
2743,11.84082
850,11.38490458
9810,54.60031
2412,10.55177
3156,3.41763
9900,50.88709
4991,13.02184
3206,10.49454
8667,68.43831
4808,6.386027
2521,9.303687
2603,1.506136
4939,1.556533
1823,12.54841227
3429,10.28514
9471,64.04466
846,10.81273093
6964,67.86091
7638,62.70376
568,16.58244758
8824,70.42068
9667,68.73272
4097,18.44164
6616,68.7415
6260,69.15975
1603,2.731606393
9065,63.59084
5145,63.656
3446,8.612943
3369,10.3665
8703,69.80263
7518,52.74302
1219,23.32691904
3254,3.352593
1980,5.947501617
8854,71.53606
5204,63.74924
4855,15.1631
3750,16.05745
7815,67.16748
4785,12.9557
7650,48.09099
1506,23.42878979
1170,11.47456181
8647,47.29134
4680,6.588658
207,5.827112819
5646,65.21792
8675,60.47246
8889,46.75485
8797,67.53691
1516,11.55805828
9432,51.67412
7469,48.53271
7769,62.03084
117,12.58298231
4975,9.900255
4122,4.143229
1164,26.16514147
3855,10.45843
865,1.901532614
9482,71.99928
14,10.06019902
4772,7.354812
6013,60.52991
4970,2.348386
3233,8.664975
2110,5.173292
6054,61.43691
9007,52.76138
6367,53.4946
7263,71.83088
6646,62.34755
1028,9.539729035
9451,63.40014
6919,68.13863
6739,58.75091
2746,16.57284
41,3.002844144
1727,13.72354614
4528,4.18206
5089,70.42389
6943,71.15704
5176,66.76084
2701,15.2198
1125,3.475168025
6262,67.93831
7727,67.96418
3133,6.631092
7716,66.20027
8577,70.68543
1419,8.085917091
3457,11.84721
4474,2.589118
7834,59.14141
4153,12.63051
111,6.577552683
3735,22.7117
9027,69.39129
1402,3.868738215
1019,11.34544436
727,8.508626757
8583,64.34133
8682,51.72997
5514,67.19559
4567,2.804449
3701,4.434036
7812,61.91437
3657,10.55165
3526,11.16386
5724,57.65975
8653,67.5746
6758,53.77195
9646,49.09017
8011,65.97991
8196,60.81814
6698,65.16939
4263,9.658761
743,1.322671871
9083,70.00904
180,15.64596698
5761,57.13921
2686,10.06395
2241,1.198203
4954,4.771263
9231,59.21421
6362,60.80077
1776,21.61213506
250,1.583394702
9772,44.15083
7168,58.99154
5972,49.60721
9989,54.37898
8685,67.78527
3834,8.514329
6742,65.66392
1821,9.585621689
7239,59.49558
2122,15.2109
5079,61.98982
9983,58.54167
9935,70.50359
2039,8.962444
4148,2.647286
973,2.010811355
7500,56.78316
8117,64.62702
2541,3.148665
9115,57.2702
3567,19.13997
7083,66.85896
9265,45.94768
4527,15.54856
4439,4.849803
4534,15.4522
6456,71.60926
2380,16.68618
4396,1.15025
1061,4.056889119
3613,2.368597
634,3.769989038
4536,21.55836
6403,47.98376
844,6.588311936
8982,51.88253
1948,4.238632927
68,12.24190682
3759,2.531394
6504,63.5876
3476,10.89627
542,7.349620762
9023,48.84821
5369,50.58329
2799,2.213342
4454,6.203352
8420,54.06613
3837,2.138612
5214,56.51532
7511,55.06506
1463,3.507044017
7619,51.68219
9515,64.19478
2551,10.86199
4608,4.768185
7969,61.08796
1901,2.596050259
2362,1.5183
2494,1.757261
7304,62.64968
528,1.781895205
5695,65.60287
2431,11.13625
7335,45.09367
8134,55.63139
3521,13.27794
2363,14.80365
1150,17.67252758
5675,61.60654
4568,14.41688
5397,71.45086
5189,64.71872
843,5.130341596
4518,4.457562
1569,8.699764172
9724,57.99615
9605,60.4105
7013,56.50306
8320,64.52797
684,10.8040205
5115,56.61608
7551,71.94498
4689,3.422801
9078,60.50225
699,10.56061324
1718,2.667736094
29,5.425864884
7123,65.15223
8502,52.60487
7901,40.32467
5286,66.47928
4363,19.04207
5688,37.5005
6305,53.18909
6738,71.8851
433,2.522962069
1806,8.884543585
7173,62.06064
3954,8.525122
9909,60.93141
1730,9.490754438
4749,10.277
4157,3.850863
9753,51.25081
7532,53.48518
5425,65.52605
6677,65.34217
9410,66.64969
8725,54.07581
6460,55.74968
7835,58.12044
8368,50.3835
7007,59.18664
3767,14.11275
2392,6.233177
8486,46.03183
3255,9.93773
1479,3.797689495
4279,11.32392
5559,61.92686
3015,7.179432
6655,39.95689
211,8.038308899
6545,60.18695
7005,66.52549
8952,67.93803
648,6.90648504
397,9.797427154
6221,51.06149
5803,66.99754
2504,22.14611
2496,16.66123
2760,10.68972
845,4.222122394
4054,11.44954
15,13.87001293
8494,45.34674
3538,19.70229
127,10.05306287
4581,7.812114
4665,6.360959
2300,5.111421
906,3.105139512
3493,2.057502
2620,7.674186
9030,52.37668
9234,66.03306
6686,64.71582
6164,64.10363
8961,62.21879
7596,71.67026
3465,4.597088
9728,71.15468
679,19.50833872
7410,49.99506
1855,16.86058234
2918,9.453234
6804,71.27557
1134,18.66406554
4220,1.923729
2898,6.915354
3497,4.565947
8529,67.00862
8519,62.8566
6606,54.66546
3785,1.124104
988,1.692982143
7049,66.27571
3089,20.74516
2118,11.53174
4465,15.85774
3229,2.668217
4226,3.817742
7033,67.12744
4998,6.482702
394,7.138784756
4105,27.47595
1097,8.960033031
9511,62.28135
2567,1.280324
6752,56.43742
5588,40.35976
5234,61.73934
5403,56.716
5636,58.05485
4364,7.848542
4112,2.54657
8283,61.85982
9903,66.46085
2214,6.280617
9889,71.7533
208,4.648958177
981,6.721823696
6600,62.54412
2353,1.482474
2695,8.377189
3043,2.266934
9262,62.20437
2507,17.82124
3460,14.12424
7117,53.92549
277,23.103996
5116,53.61316
6363,65.32231
1171,3.61323465
6382,44.58913
2019,5.111408
7472,46.91449
518,20.91720893
9296,43.5742
832,7.542749465
3409,5.750643
6969,65.36253
6082,45.7211
4155,2.459304
6039,42.10529
9093,67.34697
4943,3.595204
8794,51.99282
7539,65.25688
8456,70.17136
2371,3.290431
6327,70.68154
7859,41.3275
4883,3.4187
5982,63.18965
2304,12.69435
6656,55.90619
2546,13.08213
4198,5.102617
5991,47.94402
1011,24.64624542
2836,7.606099
3991,1.399445
8815,65.99581
5211,69.16302
6477,69.02836
4852,5.695207
9371,47.04565
4172,24.79814
1379,14.23594392
6972,66.60157
3145,7.713222
7677,49.20927
7195,54.26701
6065,61.76772
5793,69.68705
4182,2.586551
6494,71.82981
3336,5.881307
6426,68.60052
4130,18.61815
6888,60.4093
2464,11.49687
778,6.49110882
4411,4.055418
1243,10.43448006
8195,66.7439
5434,60.18407
6139,71.01166
8788,57.07265
3256,7.988116
1113,5.901029789
922,14.31596419
9437,66.49811
2330,3.99954
9488,58.86292
6056,58.54873
4971,14.74826
5685,61.94735
3487,2.942683
1596,13.99605863
1783,2.851017432
9986,58.72868
9509,53.28955
4264,10.40415
3800,6.483314
345,8.381515693
8850,64.56459
3310,6.365101
8396,68.00942
966,11.20984456
4055,12.51669
7944,55.27064
364,24.8868126
1848,1.360201959
6503,54.68209
3944,4.008932
1660,11.82576277
4551,11.42464
5519,56.9918
7327,53.96674
5772,63.28674
7751,57.47194
1593,16.52190477
2184,10.46977
7855,65.45503
7615,57.63584
1111,11.45319603
1475,10.404813
3677,16.15713
2260,12.72079
2037,9.84106
5317,61.96895
9944,59.85298
6628,66.91238
4154,3.988032
3230,2.19437
3449,9.62756
9888,63.19406
9127,49.73125
5316,70.59953
3072,11.20366
9169,71.86603
4060,11.69113
5872,71.83398
7071,61.343
7640,50.43597
2324,19.75809
7534,55.97115
9652,63.42586
9136,58.4219
7086,66.50164
1579,1.760409672
7803,64.38615
4986,8.599092
5879,66.9541
3227,15.53401
9799,54.4197
6591,48.37971
6622,65.62722
821,24.19132114
5652,48.08209
88,3.76663012
4660,18.34508
2771,12.81579
1585,7.208423897
2041,8.716735
7438,62.281
9532,69.60264
4751,5.792269
4958,10.70911
572,6.956508263
8268,69.56109
2527,2.362663
5848,71.39166
1437,16.48377098
118,7.120096363
9085,64.71389
1517,2.101748234
6748,55.91669
8164,70.87198
9635,52.67702
6191,67.85251
5198,67.20907
3326,1.786765
9969,47.32195
939,1.276890621
3662,7.863565
5502,68.96904
2409,15.41637
7711,67.70719
3470,3.152098
6256,71.44432
8264,63.01044
9968,56.05929
2239,3.020801
5244,37.45999
9988,71.26306
8610,57.54686
5824,59.79068
3746,5.962119
6378,44.59308
9694,43.19701
5180,71.57982
9620,59.7267
389,16.26037537
9707,53.9011
114,13.12190056
9146,57.86469
3910,8.813715
5505,45.6394
4650,2.605757
3820,11.62388
7840,40.73055
4916,7.663799
8754,56.15392
8004,55.36779
1817,9.984220981
7006,65.58524
959,1.443775322
3390,1.668767
2941,4.273105
4540,19.84947
7322,59.90148
3031,13.36539
7464,56.05747
7868,36.88134
6615,43.20929
8305,69.22914
7057,70.13699
4459,16.77025
6730,45.34514
7931,65.51344
7073,51.73474
6087,60.20473
6842,56.3245
4017,7.235576
3026,20.95648
9376,42.74967
7387,59.15954
1687,7.367492072
9528,61.83307
7452,68.67996
9250,62.67099
8141,60.06981
5435,58.32931
5528,68.85746
4776,25.68013
6560,52.36353
8454,59.64391
7618,66.31026
2463,17.84058
60,2.871017037
1393,2.619468979
2561,10.45497
376,7.065506244
6571,49.22513
4218,2.106961
9757,69.48617
9505,53.37805
3889,20.66493
1464,6.390769574
8730,66.96136
9873,69.77542
530,2.447649309
8614,41.36314
5993,67.18986
522,9.709171662
9974,70.20568
1994,20.93887792
4025,14.91488
3278,16.7247
735,5.473564746
9894,69.76674
204,3.86023041
7290,57.10479
7547,54.94221
8041,53.62757
1242,15.16346403
2716,16.21818
6724,63.00385
6475,66.60339
5162,46.28759
9143,64.49513
8122,70.74838
6445,58.7814
256,11.86252419
7131,70.69395
9628,66.62855
3875,7.623523
3878,31.44123
6184,70.98518
6775,66.3883
129,4.568682641
5976,69.37615
1599,3.195246168
2125,16.6564
7348,56.56864
3572,5.27717
515,13.17859958
4840,9.187823
6195,56.97688
4168,6.941165
460,9.461939857
3591,2.021619
1877,8.209710913
5406,43.41671
9229,65.71442
1045,13.37654004
9308,67.53219
1001,6.429025787
9199,48.61807
8450,68.55339
2495,16.87028
6866,65.55327
3356,4.767276
9718,47.74031
5830,67.19295
9990,63.63416
6215,56.7422
9324,67.00686
1252,14.06970055
3113,20.51646
4505,10.50995
9417,56.14325
6706,57.86914
6280,59.00106
5098,70.33634
8120,70.67844
9173,64.72745
3880,6.358996
2611,2.333094
1567,3.943033602
8921,54.11361
1174,5.679317142
6761,58.51588
9161,67.18365
9636,70.61283
6672,69.10048
7134,63.80215
7510,45.03753
7787,66.03197
8944,53.48684
4814,7.888574
1707,1.871917709
235,23.62866494
7388,61.52081
8177,59.52332
9232,61.52908
3791,27.84191
4481,5.364815
690,23.02862012
3316,4.656535
3994,17.30249
9121,59.26713
993,4.868716415
5222,67.49846
4072,11.37064
9284,68.98754
8739,62.86571
6142,59.16267
4753,6.971587
6581,63.21825
69,2.203859443
2280,4.582941
6427,58.46636
8383,65.24225
8806,70.7555
9642,70.30088
4756,11.42868
5703,66.54232
5419,66.09752
9852,69.8568
8886,63.39683
9283,59.36904
104,22.79214163
8572,61.45615
3815,7.232429
8065,52.15024
4158,17.62624
505,2.649525158
2215,7.458443
7039,56.37072
3509,19.42268
290,6.253919786
3172,9.254257
3280,2.71724
1684,7.355635728
744,12.11795763
896,11.7391369
5318,58.42415
6493,59.92546
9865,54.74518
39,16.04202196
7376,47.02083
1426,10.3444125
1,1.156680997
2638,1.73409
5045,69.26833
1932,10.1127187
9910,57.24323
3041,3.518534
7844,51.54301
2995,10.72393
7597,62.47012
9131,65.81421
9489,58.5608
5127,60.94251
9686,71.44364
2222,13.31739
3598,8.642257
5477,68.1383
6167,68.87727
1971,10.98841039
1109,4.611940238
5770,70.18932
6971,55.83342
9744,57.1358
9645,68.95898
1578,11.53737155
1234,9.417609509
2606,8.867664
8646,43.50607
1318,24.0737635
6517,64.02167
3691,5.848803
8217,69.66186
7055,54.44532
5529,70.634
4440,14.47965
3610,11.18714
2924,2.224742
6041,41.60875
5640,69.32327
2445,1.652127
6182,56.01033
2790,12.24637
3603,9.570397
4950,2.922427
9999,63.35086
9870,54.02641
9436,41.84938
3962,10.70081
6740,56.5926
1700,14.28406007
8426,48.76309
5670,58.42233
8280,67.92804
2160,12.09638
5181,40.35625
314,7.661226872
5097,62.61777
1087,11.24061076
2597,28.22989
8097,47.16189
8057,44.79567
7245,56.73616
3860,14.36438
2932,22.38582
2518,17.91527
3743,13.02429
5219,69.28716
6436,70.04547
1726,6.856207666
3722,4.473582
3279,5.599131
5044,71.37293
5875,50.77685
1956,8.355760951
6567,43.76523
2522,3.840589
1853,9.630236452
3741,2.657783
4894,6.994401
1450,1.84918194
4953,19.39483
7261,44.52947
934,11.58576976
6565,56.86558
99,6.998814446
3724,16.22394
8499,53.91114
9885,63.17583
7545,53.42523
7488,49.54115
9675,68.4414
6782,51.6849
2684,5.614074
1651,11.07083425
2628,9.38517
5935,54.77909
415,5.2551003
5147,54.09422
5277,68.95234
1958,11.42145103
9752,62.55977
9051,68.59815
3020,17.32489
4926,17.61732
7914,64.33331
6826,68.4792
7384,71.11595
8064,40.82315
4080,12.57306
5738,57.20095
1141,1.583634587
7102,58.71889
7929,48.36469
3866,14.8386
5475,70.65651
474,9.493585403
7370,62.76856
3577,24.84802
2793,5.705638
9290,68.07527
6148,55.40938
4408,5.436971
1118,20.70165955
4346,19.78766
7683,57.11409
3656,8.161101
8847,52.71022
5426,61.96091
2318,12.21802
9275,55.85553
351,9.001231999
8266,58.28008
2336,18.65137
4151,5.814507
7330,47.2887
2578,10.29048
5106,64.17623
5200,42.22682
632,12.36979696
5246,54.91169
3658,2.353582
1190,10.7468963
7541,59.22886
9420,57.33305
6251,64.49909
6026,70.6626
1549,10.61383322
5463,67.82145
7501,65.27324
1078,3.523994671
7851,64.62103
861,11.09808176
8638,49.26867
7471,66.94354
2175,30.7698
3507,2.857213
9747,57.37711
9299,70.50182
549,2.519975147
4027,14.17125
7463,55.19347
399,1.665591776
3209,2.54348
1507,6.7464384
316,2.462148717
6414,39.1168
9243,70.55657
8885,54.28949
100,14.46288204
3806,3.263347
4571,11.88328
8010,69.22361
1887,6.678176681
7767,54.55234
8887,57.87473
8124,41.6814
7155,54.57315
6228,66.86003
2976,10.11079
3693,1.866832
7166,60.35977
5205,71.76842
4338,3.922369
3531,14.70766
944,10.03364243
3851,14.26858
3715,4.087832
7238,55.98127
1033,24.71916223
2357,2.225465
7066,55.78809
4522,10.32752
9550,64.67477
8233,51.22665
6259,50.62647
2778,14.62117
244,4.98152586
1686,6.70301496
2626,5.150963
3611,9.349363
481,7.176411327
6102,63.40077
3648,8.83974
1148,8.889790813
8002,70.11749
3425,5.685414
6715,61.51143
5170,63.70781
8460,69.06894
6533,60.10344
9683,64.92481
6486,66.57869
842,17.37839741
2854,4.424083
925,4.245035615
1480,3.784962992
6225,70.37667
2320,12.82428
3359,1.034561
7590,66.58823
2129,11.4255
9166,63.86178
9670,57.20402
509,9.039309605
622,6.143856241
5300,68.53091
7629,39.32461
2003,2.105603
1689,6.735271694
7934,69.78016
2165,1.230987
9088,71.18005
2510,8.386909
9690,48.07729
5399,57.56766
2317,16.56118
1260,8.16762508
1139,4.153793775
7768,68.67008
7775,41.93
